id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ear_t,ear_f,ear_m,ear_agr,ear_ind,ear_sev
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,9,9.600000000000001,8.800000000000001,30.7,6.600000000000001,10.2
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),8.800000000000001,10.8,8.4,3.1,7.800000000000001,10
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),8.800000000000001,10.8,8.4,3.1,7.800000000000001,10
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),9.300000000000001,10.8,9,3.1,7.600000000000001,10.9
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),9.300000000000001,10.8,9,3.1,7.600000000000001,10.9
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),11.3,10.8,11.4,,6.800000000000001,14.3
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),11.3,10.8,11.4,,6.800000000000001,14.3
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,11.8,7.5,11.9,6.4,7.4,16.5
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,13.9,12.4,13.9,6.4,7.600000000000001,18.4
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,19.1,16.2,19.3,6.9,8.700000000000001,20.8
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,5.800000000000001,3.9,6,,4.600000000000001,8.5
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,6.100000000000001,4.600000000000001,6.2,,4.7,8.9
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,10.7,7.2,12.2,,6,11.8
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,6.300000000000001,3.1,6.300000000000001,6.2,5.100000000000001,12.1
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,6.7,11,6.600000000000001,6.2,5.2,12.3
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,10.5,13.4,9.9,,7.800000000000001,13
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,5.9,5.9,5.9,7.600000000000001,5.300000000000001,7.300000000000001
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,6.300000000000001,6.100000000000001,6.300000000000001,5,4.800000000000001,8.4
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,7.300000000000001,6.5,7.600000000000001,3.9,3.4,11.2
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,6,7.9,6,5.5,4.100000000000001,10.1
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,6.300000000000001,11.2,6.2,5.600000000000001,4.2,10.5
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,8.5,12.2,8.200000000000001,7.100000000000001,5.300000000000001,12.2
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,6,7.9,6,5.5,4.100000000000001,10.1
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,6.300000000000001,11.2,6.2,5.600000000000001,4.2,10.5
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,8.5,12.2,8.200000000000001,7.100000000000001,5.300000000000001,12.2
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,2.8,3.4,2.8,3.2,3.3,3.9
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,2.9,3.4,2.9,3.2,3.4,4.4
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,4.7,,4.7,,3.8,8.300000000000001
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,2.2,2.7,2.2,2.1,2.4,2.9
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,2.6,2.7,2.6,2.1,2.4,5.800000000000001
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,9,.4,9.200000000000001,,3.7,11.1
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,3.7,1.8,3.8,2.2,3.6,6.2
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,3.9,3.9,3.9,2.2,3.6,6.2
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,4.800000000000001,6.9,4.4,,3,6.100000000000001
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,3.2,,3.2,,3.2,6.4
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,3.2,3.1,3.2,,3.2,5.5
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,3.1,3.1,3.1,,3.2,2.6
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,2.2,1.5,2.5,1.8,2.5,5.4
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,4.3,3,4.7,1.8,2.6,12.4
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,15.5,9.800000000000001,17.8,,5.800000000000001,16.4
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,3.1,3.7,3,2.8,2.6,4.5
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,3.4,3.7,3.3,2.8,2.6,5.100000000000001
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,9.5,7.600000000000001,9.600000000000001,,2.6,11.3
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,2.5,2.7,2.5,,2.8,4.3
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,3,2.8,3,,2.9,5.800000000000001
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,4.7,3,4.800000000000001,,3.5,6.800000000000001
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,1.9,.6000000000000001,2.4,2.5,3.7,8.1
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,2.2,.6000000000000001,2.8,2.5,3.6,9.5
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,9,1.7,9.1,,2.3,11.1
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,9.5,7.300000000000001,9.700000000000001,,10,4.2
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,7.9,4.800000000000001,8.300000000000001,,8.9,4.600000000000001
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,6.4,3,6.9,,7.4,4.7
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,2.5,3.5,2.4,1.9,2.8,2.7
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,4.9,6.5,4.7,1.9,4.9,6.5
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,11.8,17.1,11.4,,12.8,9.800000000000001
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,2.3,1.9,2.3,1.3,2.8,5.600000000000001
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,2.7,2.3,2.8,2.3,2.8,7.9
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,11.1,5,12,10.7,2.9,12.1
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,3.2,2.5,3.3,2.7,3.3,3.4
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,8.1,5.9,8.4,2.7,7.600000000000001,9.700000000000001
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,10.8,7.800000000000001,11.3,,11.1,10.4
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,3,2,3.1,2.2,3.1,5.300000000000001
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,3.9,2.2,4.100000000000001,2.2,3.3,10.3
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,12.4,4,13.3,,8.5,13.5
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,5.300000000000001,1.2,5.600000000000001,,2.6,8.6
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,5.300000000000001,2.3,5.600000000000001,,2.6,8.300000000000001
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,4.9,5.5,4.5,,2.8,5.4
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,4.600000000000001,3.3,4.7,3.5,4.4,6
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,7,7.100000000000001,7,3.5,6.7,8.5
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,11.9,10.4,12.2,,12.6,10.8
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,4.600000000000001,3.3,4.7,3.5,4.4,6
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,7,7.100000000000001,7,3.5,6.7,8.5
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,11.9,10.4,12.2,,12.6,10.8
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,3.3,3.6,3.3,2.1,2.8,6.800000000000001
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,3.4,3.8,3.4,2.1,2.8,6.9
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,6.300000000000001,8.6,5.9,,2.7,7.800000000000001
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,2.9,1.4,3.1,1.9,3.5,6.100000000000001
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,3.8,1.4,4,1.9,4.3,8
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,11.2,,11.2,,10.7,11.7
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,3.6,1.2,4.2,1.1,3.3,9.9
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,5.9,1.6,6.600000000000001,1.1,4.5,7.800000000000001
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,7.7,2.2,8.300000000000001,,10.1,7.600000000000001
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,3.6,1.2,4.2,1.1,3.3,9.9
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,5.9,1.6,6.600000000000001,1.1,4.5,7.800000000000001
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,7.7,2.2,8.300000000000001,,10.1,7.600000000000001
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,2,.5,2.3,2.1,3.8,8.300000000000001
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,2.1,.5,2.5,2.1,3.8,7.800000000000001
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,5.300000000000001,2.2,6,,2.6,6.300000000000001
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,2.1,.6000000000000001,2.1,1.4,2.9,9.700000000000001
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,2.4,4.5,2.4,1.4,2.9,9.4
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,8.4,17.1,7,,2.6,8.800000000000001
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,3.5,2.8,3.6,.9,3.2,11.9
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,5.9,2.5,6.300000000000001,.9,6.4,7.2
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,10.3,2.3,11.8,,13,3.9
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,2,1,2.3,2.1,1.8,10.8
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,4,1.8,4.7,3.6,2,13
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,10.7,3.9,13.5,17.9,4.2,13.2
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,2.6,1.6,3.1,2.2,2.2,6.300000000000001
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,2.7,1.6,3.1,2.2,2.2,5.300000000000001
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,3.2,,3.2,,2.5,3.5
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,2.6,3,2.3,1.2,3,6.4
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,3.8,3.1,4.100000000000001,1.2,3.9,6.100000000000001
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,6,3.6,6.2,,6.4,5.9
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,2.1,1.8,2.1,1.9,2.1,3.7
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,4.7,4.4,4.800000000000001,2,2.7,9.300000000000001
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,10.1,10.1,10.1,5,4.4,12.5
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,1.6,1.1,1.9,1.2,2.5,4.3
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,1.8,1.2,2.1,1.2,2.6,4.600000000000001
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,4.3,3.2,4.600000000000001,2,4.2,6.300000000000001
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,2.2,1.6,2.6,1.4,2.5,6
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,4.5,1.9,5.5,1.4,5,6.600000000000001
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,6.9,3.2,7.5,,7.4,6.7
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,1.8,.8,2,2.4,2.6,4.5
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,2.5,.8,2.9,2.4,3.4,5.7
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,6.4,1.5,6.7,,5,7.9
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,2.1,1.9,2.1,2.2,3.3,3.6
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,2.3,2.2,2.4,2.2,3.3,5.100000000000001
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,7.9,4.2,10,1.5,2.7,9.9
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,2.4,2,2.5,2.6,3.4,5.100000000000001
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,2.7,2.7,2.7,2.6,3.4,4.9
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,4.4,5.300000000000001,4.3,,3.4,4.7
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,3.9,1.6,4,3.4,4.100000000000001,6.7
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,4.800000000000001,4.600000000000001,4.800000000000001,3.4,4,7.9
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,8.4,7.300000000000001,8.700000000000001,,3.6,9.700000000000001
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,3.2,2.2,3.3,,3.8,4.800000000000001
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,3.4,2.9,3.5,3.4,3.8,5.2
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,5.4,10.5,4.800000000000001,3.4,3.5,7
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,3.7,4.2,3.6,3.6,3.4,8.700000000000001
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,4.3,4.7,4.2,3.6,3.4,7.800000000000001
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,7.100000000000001,10.8,6.9,,3.4,7.300000000000001
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,3,1.8,3.2,3.1,3.2,4.2
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,3.8,2.2,4,3.1,3.2,5.7
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,6.2,3.8,6.4,,3.3,7.600000000000001
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,3.7,5.7,3.7,2.6,3.4,5.800000000000001
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,3.9,4.600000000000001,3.9,2.6,3.8,5.7
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,6.600000000000001,1.8,8,2.1,11.6,4.5
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,2.8,3.8,2.8,2.1,3.1,5.2
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,3.6,6.5,3.4,2.1,3.2,8.1
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,10.1,14.7,9.1,,5.600000000000001,11.2
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,3.2,1.3,3.7,2.2,4.2,3.7
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,4.2,1.8,4.9,2.2,5.5,5.100000000000001
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,11.2,8.4,11.5,,12.2,9.600000000000001
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,2.6,2,2.6,3,3.5,5
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,3,4.2,2.9,3,3.5,7.600000000000001
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,6.4,9.1,5.600000000000001,2.8,3.3,10.8
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,3.5,3.9,3.5,3.1,3.6,5.9
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,7.2,4.100000000000001,7.7,3.3,5.100000000000001,10.1
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,9.1,4.100000000000001,10.2,13.8,6.5,10.7
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,3.2,5.7,3.1,3,3.3,5.300000000000001
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,3.5,5,3.4,3,3.3,6.4
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,5.4,4.2,5.7,2.9,3.3,11
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,2.7,2.6,2.7,2.3,2.6,5.4
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,2.7,2.6,2.8,2.2,2.6,5.5
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,3,2.1,4.3,1.3,2.3,6.600000000000001
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,1.6,.7000000000000001,2.2,1.6,2.5,3.9
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,2,.8,2.8,1.6,2.5,4.9
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,5.100000000000001,1.4,6.300000000000001,2.4,2.4,6.4
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,3.1,3.3,3,1.3,2.3,7.600000000000001
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,3.7,4.600000000000001,3.4,1.3,2.3,8.6
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,10.6,10.4,11.1,,3.3,12.2
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,1.8,1.1,1.9,1.5,2.3,2.5
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,1.9,1.1,2,1.5,2.3,3.1
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,6.7,.6000000000000001,7,,2.6,9.200000000000001
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,2.8,1.8,3,2.3,2.8,9.200000000000001
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,3.9,1.7,4.3,2.3,2.7,18.9
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,16.9,.5,19.1,2.7,2.7,41.7
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,1.8,1.3,2.3,1.4,2.3,5.100000000000001
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,2.7,1.5,3.7,1.4,2.4,7.5
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,9.700000000000001,8,10,,3.7,11.4
3_21_394_0,2011,Rural,3,India,21,Odisha,394,Nuapada,2.3,3.9,2.1,1.8,2.7,7
3_21_394_0,2011,Total,3,India,21,Odisha,394,Nuapada,2.4,4,2.2,1.8,2.7,6.5
3_21_394_0,2011,Urban,3,India,21,Odisha,394,Nuapada,4,4.3,3.8,1.8,2.4,5.2
3_21_395_0,2011,Rural,3,India,21,Odisha,395,Kalahandi,2.2,1.4,2.3,2.2,2.7,3.9
3_21_395_0,2011,Total,3,India,21,Odisha,395,Kalahandi,2.6,1.6,2.7,2.2,2.8,5.100000000000001
3_21_395_0,2011,Urban,3,India,21,Odisha,395,Kalahandi,7.9,8.300000000000001,7.800000000000001,,7.5,8
3_21_396_0,2011,Rural,3,India,21,Odisha,396,Rayagada,3.4,,3.4,2.7,3.2,6
3_21_396_0,2011,Total,3,India,21,Odisha,396,Rayagada,3.7,10.5,3.7,2.8,3.2,6.9
3_21_396_0,2011,Urban,3,India,21,Odisha,396,Rayagada,5.2,10.5,5.100000000000001,3.1,3.2,12.6
3_21_397_0,2011,Rural,3,India,21,Odisha,397,Nabarangapur,2.8,1.8,2.9,1.5,2.3,6.800000000000001
3_21_397_0,2011,Total,3,India,21,Odisha,397,Nabarangapur,3.1,2.2,3.2,1.5,2.4,6.7
3_21_397_0,2011,Urban,3,India,21,Odisha,397,Nabarangapur,8,3.8,9.9,,15.6,6.7
3_21_398_0,2011,Rural,3,India,21,Odisha,398,Koraput,2.5,1.4,2.9,1.7,3.8,3.7
3_21_398_0,2011,Total,3,India,21,Odisha,398,Koraput,3.7,1.4,4.4,1.7,3.7,14
3_21_398_0,2011,Urban,3,India,21,Odisha,398,Koraput,11.9,1.8,12.5,,2.8,17.1
3_21_399_0,2011,Rural,3,India,21,Odisha,399,Malkangiri,1.7,2.1,1.7,1.6,3.2,1
3_21_399_0,2011,Total,3,India,21,Odisha,399,Malkangiri,2,2,2,1.6,3.2,2.4
3_21_399_0,2011,Urban,3,India,21,Odisha,399,Malkangiri,4.2,2,4.600000000000001,,3.1,5
3_22_400_0,2011,Rural,3,India,22,Chhattisgarh,400,Koriya,9.9,3.4,11.8,,15.9,4.3
3_22_400_0,2011,Total,3,India,22,Chhattisgarh,400,Koriya,9.600000000000001,3.7,11.1,16.8,13.5,3.9
3_22_400_0,2011,Urban,3,India,22,Chhattisgarh,400,Koriya,9.600000000000001,3.9,10.9,16.8,12.9,3.7
3_22_401_0,2011,Rural,3,India,22,Chhattisgarh,401,Surguja,3.5,1.6,4.4,1.9,2.2,7.9
3_22_401_0,2011,Total,3,India,22,Chhattisgarh,401,Surguja,5.300000000000001,1.9,6.600000000000001,1.9,4.2,8.800000000000001
3_22_401_0,2011,Urban,3,India,22,Chhattisgarh,401,Surguja,10.2,4.4,10.8,,12.8,9.9
3_22_402_0,2011,Rural,3,India,22,Chhattisgarh,402,Jashpur,5.600000000000001,3.5,6.600000000000001,,2.9,5.600000000000001
3_22_402_0,2011,Total,3,India,22,Chhattisgarh,402,Jashpur,5.300000000000001,3.4,6,,2.9,5.7
3_22_402_0,2011,Urban,3,India,22,Chhattisgarh,402,Jashpur,4.5,3.3,4.9,,2.8,5.9
3_22_403_0,2011,Rural,3,India,22,Chhattisgarh,403,Raigarh,1.6,1.8,1.6,2,1.5,4
3_22_403_0,2011,Total,3,India,22,Chhattisgarh,403,Raigarh,2.3,3.8,1.9,2,2,6.9
3_22_403_0,2011,Urban,3,India,22,Chhattisgarh,403,Raigarh,8.700000000000001,12.3,6.300000000000001,,5.7,9.300000000000001
3_22_404_0,2011,Rural,3,India,22,Chhattisgarh,404,Korba,3.1,1.7,3.5,1.8,3.4,2
3_22_404_0,2011,Total,3,India,22,Chhattisgarh,404,Korba,4.100000000000001,2.6,4.600000000000001,1.8,4.2,4.2
3_22_404_0,2011,Urban,3,India,22,Chhattisgarh,404,Korba,4.7,3,5.300000000000001,,4.800000000000001,5
3_22_405_0,2011,Rural,3,India,22,Chhattisgarh,405,Janjgir - Champa,2,1.5,2.3,1.7,2.6,11.3
3_22_405_0,2011,Total,3,India,22,Chhattisgarh,405,Janjgir - Champa,2,1.5,2.4,1.7,2.5,7
3_22_405_0,2011,Urban,3,India,22,Chhattisgarh,405,Janjgir - Champa,2.7,1.7,3.2,2,2.3,4.2
3_22_406_0,2011,Rural,3,India,22,Chhattisgarh,406,Bilaspur,2.3,2.2,2.3,1.8,2.7,7.4
3_22_406_0,2011,Total,3,India,22,Chhattisgarh,406,Bilaspur,3.9,5.7,2.8,1.8,2.7,10.9
3_22_406_0,2011,Urban,3,India,22,Chhattisgarh,406,Bilaspur,9.4,15.7,4.4,,2.6,12.5
3_22_407_0,2011,Rural,3,India,22,Chhattisgarh,407,Kabeerdham,1.8,1.6,2.1,1.8,2.5,3.5
3_22_407_0,2011,Total,3,India,22,Chhattisgarh,407,Kabeerdham,1.8,1.5,2.2,1.7,2.5,3.8
3_22_407_0,2011,Urban,3,India,22,Chhattisgarh,407,Kabeerdham,2.3,1,3,1.4,2.6,4.2
3_22_408_0,2011,Rural,3,India,22,Chhattisgarh,408,Rajnandgaon,1.8,1.5,1.9,1.7,2.1,3.1
3_22_408_0,2011,Total,3,India,22,Chhattisgarh,408,Rajnandgaon,2,1.5,2.3,1.7,2.1,3.7
3_22_408_0,2011,Urban,3,India,22,Chhattisgarh,408,Rajnandgaon,3.2,1.8,4,1.5,2,4.2
3_22_409_0,2011,Rural,3,India,22,Chhattisgarh,409,Durg,1.8,1.6,2,1.7,2.4,4.2
3_22_409_0,2011,Total,3,India,22,Chhattisgarh,409,Durg,3.2,2,3.9,2,4.100000000000001,6.5
3_22_409_0,2011,Urban,3,India,22,Chhattisgarh,409,Durg,4.800000000000001,2.8,5.600000000000001,4,4.9,6.800000000000001
3_22_410_0,2011,Rural,3,India,22,Chhattisgarh,410,Raipur,1.9,1.3,2.1,1.7,2.1,6.2
3_22_410_0,2011,Total,3,India,22,Chhattisgarh,410,Raipur,2.6,1.7,3,1.7,2.4,5.2
3_22_410_0,2011,Urban,3,India,22,Chhattisgarh,410,Raipur,3.8,2.4,4.600000000000001,3.2,2.8,4.800000000000001
3_22_411_0,2011,Rural,3,India,22,Chhattisgarh,411,Mahasamund,2.1,2.3,2,1.6,2.6,2.8
3_22_411_0,2011,Total,3,India,22,Chhattisgarh,411,Mahasamund,2.4,2.5,2.3,1.8,2.6,4.5
3_22_411_0,2011,Urban,3,India,22,Chhattisgarh,411,Mahasamund,4.4,3.9,4.800000000000001,2.9,3,7.800000000000001
3_22_412_0,2011,Rural,3,India,22,Chhattisgarh,412,Dhamtari,2.7,2,3.1,2.1,3.5,4.7
3_22_412_0,2011,Total,3,India,22,Chhattisgarh,412,Dhamtari,2.9,2.3,3.3,2,3.3,5.2
3_22_412_0,2011,Urban,3,India,22,Chhattisgarh,412,Dhamtari,4,3.2,4.9,1.3,1.9,6.7
3_22_413_0,2011,Rural,3,India,22,Chhattisgarh,413,Uttar Bastar Kanker,1.8,1.6,2,1.7,2.8,4.3
