id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,anc,cond,fam_pln
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,49.3,1.6,27.7
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,,,
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,45,1.2,25
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,43.90000000000001,1.3,24.7
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,,,
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,46.6,.9,27.3
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,51.2,1.6,27.7
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,,,
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,49.2,1,36
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,49.7,1.3,36.2
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,,,
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,36,2.3,26.4
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,37.3,2.5,26.6
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,,,
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,28.5,1.7,33.9
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,29.9,1.9,34.6
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,,,
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,50.8,.7000000000000001,43.6
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,55.3,1,44.3
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,,,
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,54,1.9,41.90000000000001
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,58.40000000000001,2.2,40.5
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,,,
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,57.90000000000001,2.2,21.7
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,60.6,2.6,23.2
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,,,
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,54.6,.8,25.6
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,56,1.6,27.5
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,,,
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,41.6,1.2,18.8
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,42.2,1.3,20.5
3_18_313_0,2011,Urban,3,India,18,Assam,313,Golaghat,,,
3_18_314_0,2011,Rural,3,India,18,Assam,314,Karbi Anglong,37.6,.7000000000000001,39.8
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,46.40000000000001,1,38.90000000000001
3_18_314_0,2011,Urban,3,India,18,Assam,314,Karbi Anglong,,,
3_18_315_0,2011,Rural,3,India,18,Assam,315,Dima Hasao,22.4,3.4,30.8
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,35.7,4,37
3_18_315_0,2011,Urban,3,India,18,Assam,315,Dima Hasao,,,
3_18_316_0,2011,Rural,3,India,18,Assam,316,Cachar,51.90000000000001,3.5,19.4
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,51.90000000000001,4.3,21.4
3_18_316_0,2011,Urban,3,India,18,Assam,316,Cachar,,,
3_18_317_0,2011,Rural,3,India,18,Assam,317,Karimganj,42.8,3.8,14.4
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,45.6,3.8,14.8
3_18_317_0,2011,Urban,3,India,18,Assam,317,Karimganj,,,
3_18_318_0,2011,Rural,3,India,18,Assam,318,Hailakandi,53.2,4.600000000000001,13.7
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,55.1,4.9,14.8
3_18_318_0,2011,Urban,3,India,18,Assam,318,Hailakandi,,,
3_18_319_0,2011,Rural,3,India,18,Assam,319,Bongaigaon,33.1,1.1,24.4
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,35.2,2.5,27.7
3_18_319_0,2011,Urban,3,India,18,Assam,319,Bongaigaon,,,
3_18_320_0,2011,Rural,3,India,18,Assam,320,Chirang,34.3,2.5,27.1
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,33.9,2.6,27.1
3_18_320_0,2011,Urban,3,India,18,Assam,320,Chirang,,,
3_18_321_0,2011,Rural,3,India,18,Assam,321,Kamrup,56.1,0,31.5
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,69.7,2.7,39.1
3_18_321_0,2011,Urban,3,India,18,Assam,321,Kamrup,,,
3_18_322_0,2011,Rural,3,India,18,Assam,322,Kamrup Metropolitan,53.40000000000001,1.9,36
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,60.8,1.7,35.2
3_18_322_0,2011,Urban,3,India,18,Assam,322,Kamrup Metropolitan,,,
3_18_323_0,2011,Rural,3,India,18,Assam,323,Nalbari,48.90000000000001,2.9,44.8
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,49.90000000000001,3.1,45
3_18_323_0,2011,Urban,3,India,18,Assam,323,Nalbari,,,
3_18_324_0,2011,Rural,3,India,18,Assam,324,Baksa,52,1.3,41.7
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,51.8,1.3,41.7
3_18_324_0,2011,Urban,3,India,18,Assam,324,Baksa,,,
3_18_325_0,2011,Rural,3,India,18,Assam,325,Darrang,39.5,.6000000000000001,35.4
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,44.2,.9,36.3
3_18_325_0,2011,Urban,3,India,18,Assam,325,Darrang,,,
3_18_326_0,2011,Rural,3,India,18,Assam,326,Udalguri,52.7,1.5,38.2
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,53.6,1.7,39.3
3_18_326_0,2011,Urban,3,India,18,Assam,326,Udalguri,,,
3_19_327_0,2011,Rural,3,India,19,West Bengal,327,Darjiling,64.8,3.7,56.1
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,70.40000000000001,4.800000000000001,57.8
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,,,
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,69.90000000000001,2.2,53.1
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,72.90000000000001,3.2,53.1
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,,,
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,57.1,1.6,55.6
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,55.6,2.1,56.8
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,,,
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,51,2.3,32.3
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,53.3,2.9,34.7
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,,,
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,76.5,2.4,53.1
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,78.10000000000001,3.4,54
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,,,
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,58.90000000000001,1.6,40.40000000000001
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,58.40000000000001,2.7,42.6
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,,,
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,62.1,2.4,54.3
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,63.5,2.9,54
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,,,
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,57.90000000000001,1.6,61.3
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,59.1,2.4,62.6
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,,,
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,67.5,1.9,66.5
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,68.10000000000001,3.7,62.2
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,,,
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,72.8,2.4,49.40000000000001
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,76.3,2.5,47.2
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,,,
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,83.40000000000001,1.6,48.5
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,85.10000000000001,3.7,45.7
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,,,
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,79.5,2.3,61.8
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,81.10000000000001,3.6,58.1
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,,,
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,63.2,1.1,62.5
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,65.7,1.5,63.8
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,,,
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,64.3,1.4,42.3
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,66.10000000000001,1.9,44.90000000000001
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,,,
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,79.2,2.5,51.40000000000001
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,80.40000000000001,6.800000000000001,52.1
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,,,
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,91.80000000000001,11.2,45.8
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,,,
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,66.7,3.4,50.3
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,67.5,4.100000000000001,51.3
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,,,
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,49.5,1.7,65.5
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,48,1.8,66.40000000000001
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,,,
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,74.40000000000001,2.3,56.1
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,74.90000000000001,2.4,56.90000000000001
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,,,
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,67.7,3.5,31.6
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,68.60000000000001,3.4,32.1
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,,,
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,90.7,2.6,52.6
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,92.40000000000001,6.4,56.1
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,,,
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,90.7,2.6,52.6
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,92.40000000000001,6.4,56.1
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,,,
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,86.80000000000001,6.5,40.7
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,86.5,6.300000000000001,41.40000000000001
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,,,
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,86.80000000000001,6.5,40.7
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,86.5,6.300000000000001,41.40000000000001
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,,,
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,71.2,5.100000000000001,41.40000000000001
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,71.7,5.300000000000001,43.3
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,,,
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,71.2,5.100000000000001,41.40000000000001
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,71.7,5.300000000000001,43.3
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,,,
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,57.6,2,29.8
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,58.8,2.5,30.5
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,,,
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,57.6,2,29.8
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,58.8,2.5,30.5
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,,,
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,57.6,2,29.8
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,58.8,2.5,30.5
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,,,
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,69.90000000000001,9.5,42
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,72.90000000000001,11,45.8
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,,,
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,88.10000000000001,3.5,40.6
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,89.10000000000001,4,43.1
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,,,
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,69.90000000000001,9.5,42
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,72.90000000000001,11,45.8
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,,,
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,80.80000000000001,11,53.40000000000001
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,86.5,12.4,51.3
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,,,
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,83.2,10.3,51.6
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,86.80000000000001,11.6,51
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,,,
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),79.80000000000001,2.2,68.2
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),79.80000000000001,2.2,68.2
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),81,3.3,69.10000000000001
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),81,3.3,69.10000000000001
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),,,
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),,,
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,62.5,2.1,41.2
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,64.60000000000001,2.9,43.3
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,,,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,42.1,.9,23.5
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,42.8,1,23.6
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,,,
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,56.40000000000001,2,33.6
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,58.3,2.1,34
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,,,
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,85.5,9.5,49.8
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,87,10.8,50.7
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,,,
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,75.7,2.6,37
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,76.5,3.6,38.40000000000001
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,,,
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,75.7,2.6,37
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,76.5,3.6,38.40000000000001
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,,,
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,19.5,1,40.1
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,20.1,1.1,40.8
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,,,
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,21.5,.6000000000000001,32.6
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,22.9,.9,32.8
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,,,
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,29.2,1.1,25.2
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,33.3,1.4,28.5
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,,,
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,24,.2,22.4
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,25,.3,24.3
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,,,
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,25.7,.2,33.4
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,22.9,.3,36.7
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,,,
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,23.2,0,21.7
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,24.1,0,21.7
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,,,
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,19.2,1.1,20.3
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,23.2,1.7,24.8
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,,,
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,16.3,.3,13.4
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,17.4,.4,15.1
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,,,
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,39.8,1.3,42
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,50.90000000000001,2.3,45.7
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,,,
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,34.5,3.7,41
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,46.2,3.6,48.40000000000001
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,,,
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,27.7,1.8,31.3
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,29.4,2.4,31.3
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,,,
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,48.90000000000001,3.6,36
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,55,5.7,46.3
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,,,
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,21.1,1.2,38.6
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,22.4,1.3,39
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,,,
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,26.9,1.1,29.7
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,28.7,1.1,30.8
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,,,
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,35.6,2.7,43.90000000000001
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,38.6,4,46
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,,,
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,35.6,2.7,43.90000000000001
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,38.6,4,46
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,,,
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,25.1,1.3,27
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,27.2,1.5,30.1
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,,,
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,33.1,.6000000000000001,26.1
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,34.2,.9,27.2
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,,,
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,34.2,2.7,30.4
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,40.6,4,38.3
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,,,
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,34.2,2.7,30.4
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,40.6,4,38.3
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,,,
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,29.2,4.800000000000001,25.8
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,29.3,4.600000000000001,26.1
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,,,
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,32.4,1.6,17
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,36.8,1.4,17.3
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,,,
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,36.8,1.9,18.9
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,32.6,3.7,22.4
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,,,
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,40.90000000000001,1.9,30.5
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,49.7,3.5,34.8
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,,,
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,57.1,1.5,44.7
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,59.2,1.5,44.40000000000001
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,,,
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,57.8,2.8,41.2
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,57.90000000000001,4.2,44.90000000000001
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,,,
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,47.6,.6000000000000001,36.3
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,57.3,2.1,41.40000000000001
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,,,
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,37.4,.8,33.1
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,38.1,1,33.5
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,,,
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,45.1,2.2,36.3
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,53.3,4.4,41.1
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,,,
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,48,.6000000000000001,37.8
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,47.5,.9,38.3
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,,,
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,62.2,1.2,39.5
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,63.5,1.6,39.7
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,,,
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,61.5,1.2,53.1
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,64.2,1.7,53.5
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,,,
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,50.5,2.1,51.5
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,52.40000000000001,2.5,50.40000000000001
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,,,
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,57.8,2.2,36.6
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,59.40000000000001,2.3,36.8
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,,,
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,79.2,2.9,41.90000000000001
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,79.10000000000001,3,42
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,,,
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,58.3,2.4,49.1
