id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,st,sc
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,13.05,5.41
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,12.07,5.67
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,2.22,8.310000000000001
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,25.57,7.88
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,23.93,7.850000000000001
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,6.88,7.61
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,49.73,6.350000000000001
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,47.45,6.45
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,17.28,7.66
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,7.17,2.38
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,6.18,2.84
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,2.19,4.68
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,8.550000000000001,3.82
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,7.76,4.44
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,4.22,7.17
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,4.54,3.31
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,4.26,3.68
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,1.6,7.140000000000001
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,15.41,8.310000000000001
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,12.81,8.120000000000001
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,2.54,7.36
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,11.24,5.79
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,10.48,5.84
3_18_313_0,2011,Urban,3,India,18,Assam,313,Golaghat,2.86,6.29
3_18_314_0,2011,Rural,3,India,18,Assam,314,Karbi Anglong,58.32,4.74
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,56.33,4.7
3_18_314_0,2011,Urban,3,India,18,Assam,314,Karbi Anglong,41.5,4.45
3_18_315_0,2011,Rural,3,India,18,Assam,315,Dima Hasao,81.17,1.24
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,70.92,2.03
3_18_315_0,2011,Urban,3,India,18,Assam,315,Dima Hasao,46.06,3.92
3_18_316_0,2011,Rural,3,India,18,Assam,316,Cachar,1.17,15.21
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,1.01,15.25
3_18_316_0,2011,Urban,3,India,18,Assam,316,Cachar,.3,15.47
3_18_317_0,2011,Rural,3,India,18,Assam,317,Karimganj,.15,12.88
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,.16,12.85
3_18_317_0,2011,Urban,3,India,18,Assam,317,Karimganj,.26,12.51
3_18_318_0,2011,Rural,3,India,18,Assam,318,Hailakandi,.09,10.76
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,.1,10.72
3_18_318_0,2011,Urban,3,India,18,Assam,318,Hailakandi,.34,10.23
3_18_319_0,2011,Rural,3,India,18,Assam,319,Bongaigaon,2.43,10.73
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,2.55,11.21
3_18_319_0,2011,Urban,3,India,18,Assam,319,Bongaigaon,3.25,13.96
3_18_320_0,2011,Rural,3,India,18,Assam,320,Chirang,39.48,7.020000000000001
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,37.06,7.29
3_18_320_0,2011,Urban,3,India,18,Assam,320,Chirang,6.41,10.68
3_18_321_0,2011,Rural,3,India,18,Assam,321,Kamrup,13.1,6.47
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,12,7.11
3_18_321_0,2011,Urban,3,India,18,Assam,321,Kamrup,1.3,13.24
3_18_322_0,2011,Rural,3,India,18,Assam,322,Kamrup Metropolitan,13.63,15.44
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,5.99,8.120000000000001
3_18_322_0,2011,Urban,3,India,18,Assam,322,Kamrup Metropolitan,4.39,6.59
3_18_323_0,2011,Rural,3,India,18,Assam,323,Nalbari,3.34,7.87
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,3.03,7.8
3_18_323_0,2011,Urban,3,India,18,Assam,323,Nalbari,.44,7.23
3_18_324_0,2011,Rural,3,India,18,Assam,324,Baksa,35.18,7.61
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,34.84,7.69
3_18_324_0,2011,Urban,3,India,18,Assam,324,Baksa,9.09,13.89
3_18_325_0,2011,Rural,3,India,18,Assam,325,Darrang,.92,3.29
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,.91,4.34
3_18_325_0,2011,Urban,3,India,18,Assam,325,Darrang,.71,20.75
3_18_326_0,2011,Rural,3,India,18,Assam,326,Udalguri,33.12,4.29
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,32.15,4.55
3_18_326_0,2011,Urban,3,India,18,Assam,326,Udalguri,11.68,10
3_19_327_0,2011,Rural,3,India,19,West Bengal,327,Darjiling,28.52,20.09
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,21.52,17.18
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,10.76,12.7
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,24.54,41.22
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,18.89,37.65
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,3.9,28.19
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,.67,53.39
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,.64,50.17
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,.43,22
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,5.99,28.02
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,5.41,26.87
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,1.23,18.44
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,18.61,30.57
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,16.43,28.8
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,3.15,18.02
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,8.92,22.26
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,7.87,20.94
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,1.17,12.54
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,1.51,12.76
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,1.28,12.63
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,.36,12.12
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,7.62,30.6
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,6.92,29.5
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,2.18,22.05
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,8.18,32.85
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,6.34,27.41
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,3.58,19.22
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,3.23,30.61
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,2.72,29.93
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,1.42,28.19
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,4.600000000000001,29.28
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,2.64,21.67
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,1.18,15.99
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,6.24,31.08
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,4.15,24.35
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,.8300000000000001,13.64
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,11.08,33.54
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,10.25,32.65
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,1.1,22.95
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,20.8,19.18
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,18.45,19.38
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,2.37,20.69
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,.23,22.96
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,.31,14.82
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,.36,10.12
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,.24,5.38
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,.24,5.38
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,1.48,33.95
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,1.19,30.19
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,.34,19.24
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,16.43,19.92
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,14.88,19.08
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,3.73,13.02
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,.53,15.04
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,.55,14.63
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,.66,11.5
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,8.950000000000001,.11
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,8.08,.12
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,1.78,.17
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,17.93,0
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,.72,.09
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,.48,.09
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,24.07,.03
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,20.53,.04
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,1.69,.07
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,4.62,.01
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,4.03,.07
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,.52,.43
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,8.720000000000001,0
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,8.199999999999999,.02
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,.13,.23
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,14.27,.17
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,10.75,.17
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,.86,.16
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,7.5,.01
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,6.25,0
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,.9,0
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,10.23,13.87
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,9.57,13.03
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,1.88,3.27
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,14.56,4.93
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,14.02,4.91
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,1.6,4.39
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,17.64,6.5
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,16.54,6.2
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,.54,1.93
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,12.01,27.47
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,10.15,24.97
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,2.47,14.63
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,3.55,.01
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,3.17,.05
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,.63,.29
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,30.11,11.55
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,28.08,12
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,6.51,16.76
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,6.16,35.05
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,4.520000000000001,24.71
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,2.88,14.36
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,6.270000000000001,29.42
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,5.51,28.8
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,1.75,25.74
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),84.03,.12
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),84.03,.12
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),71.81,.37
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),71.81,.37
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),48.32,.8300000000000001
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),48.32,.8300000000000001
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,89.05,.01
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,86.89,.01
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,70.36,.05
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,39.03,.06
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,36.93,.12
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,13.18,.72
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,38.92,7.82
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,36.24,7.5
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,5.97,3.85
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,9.880000000000001,22.72
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,8.65,22.91
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,1.44,24
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,4.38,.04
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,3.74,.15
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,.84,.63
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,22.8,.03
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,19.22,.1
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,1.31,.44
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,16.27,24.65
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,15.56,24.19
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,2.81,15.94
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,4.520000000000001,33.92
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,4.37,32.65
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,2.01,12.9
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,1.07,16.33
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,.96,15.22
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,.53,10.7
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,10.51,13.47
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,9.74,13.31
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,1.45,11.62
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,14.28,12.89
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,12.13,12.74
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,1.87,11.98
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,22.16,8.890000000000001
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,21.26,8.800000000000001
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,3.76,7
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,30.47,5.8
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,26.8,6.29
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,4.020000000000001,9.300000000000001
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,45.19,3.02
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,42.1,3.16
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,3.95,4.88
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,17.62,14.51
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,8.68,16.29
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,2.25,17.57
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,16.89,16.29
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,12.4,14.51
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,7.46,12.56
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,61.45,3.22
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,56.89,3.32
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,24.84,4
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,50.54,4.39
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,28.51,4.86
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,10.88,5.23
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,10.38,29.37
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,9.34,27.65
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,1.48,14.63
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,47.99,21.66
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,45.54,21.31
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,13.64,16.77
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,7.37,18.7
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,7.020000000000001,17.5
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,5.16,11.13
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,27.24,9.470000000000001
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,21.19,11.2
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,13.53,13.4
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,45.94,5.82
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,43.22,6.020000000000001
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,6.04,8.779999999999999
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,33.13,8.810000000000001
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,30.4,9.210000000000001
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,4.66,13.02
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,47.67,5.09
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,35.76,5.25
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,20.06,5.46
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,76.29000000000001,4.36
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,73.25,4.520000000000001
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,40.37,6.26
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,71.11,3.07
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,68.94,3.17
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,36.82,4.54
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,72.67,7.68
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,70.78,7.45
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,46.39,4.48
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,74.21000000000001,2.98
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,67.31,3.79
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,26.69,8.609999999999999
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,42.81,5.42
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,35.18,5.28
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,11.38,4.84
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,20.36,20.24
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,18.98,20.17
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,6.75,19.57
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,40.22,19.73
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,30.5,18.05
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,15.85,15.52
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,43.44,18.38
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,34.12,18.43
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,11.96,18.53
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,36.18,16.63
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,35.33,16.67
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,24.31,17.27
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,67.03,8.550000000000001
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,50.75,9.16
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,20.85,10.27
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,49.07,11.17
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,45.45,11.62
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,23.29,14.4
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,61.84,7.020000000000001
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,58.72,7.33
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,21.03,11.12
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,12.34,21.67
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,11.88,20.62
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,8.120000000000001,12.1
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,1.84,23.95
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,2.02,22.23
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,3.27,10.04
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,.65,21.65
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,.66,21.51
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,.74,19.26
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,.44,22.69
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,.6900000000000001,21.83
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,2.88,14.19
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,4.32,21.54
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,3.57,19
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,1.64,12.48
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,8.23,24.56
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,8.290000000000001,23.72
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,9.050000000000001,13.13
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,14.57,20.01
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,13.59,19.62
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,4.58,16.09
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,15.18,19.21
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,14.1,18.81
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,8.5,16.73
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,6.520000000000001,14.26
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,6.100000000000001,14.17
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,1.45,13.13
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,5.810000000000001,16.23
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,5.11,13.21
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,4.36,9.960000000000001
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,.31,20.71
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,.36,19.14
