id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,hh_intt_t,hh_intt_slm,ictc_inf_man,ictc_inf_ser
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,.6000000000000001,,0,1.6
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,.7000000000000001,,0,1.7
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,.4,,0,.4
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,3.1,,0,1.7
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,6.100000000000001,3,0,4.3
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,.5,,0,.3
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,.8,,0,.3
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,3.9,2.5,0,0
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,.4,,0,.3
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,.7000000000000001,,0,.7000000000000001
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,4.3,,0,2.7
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,.2,,0,0
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,.4,,.1,.6000000000000001
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,2.2,1.4,.4,2.2
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,.4,,0,1.2
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,.7000000000000001,,0,1.6
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,2.2,,0,2.7
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,.4,,0,0
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,.6000000000000001,,0,0
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,2.7,0,.3,.5
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,.5,,0,0
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,.8,,0,2.5
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,3.8,,0,10
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,.5,,0,0
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,.9,,0,1.5
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,3.2,5.300000000000001,0,3.4
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,.7000000000000001,,0,2.2
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,1.1,,.3,3.1
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,4.5,3.2,1.6,5.4
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,.6000000000000001,,0,1.4
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,1,,0,1.8
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,4,.5,0,3
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,.6000000000000001,,0,0
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,.9,,0,.4
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,4.600000000000001,,0,4
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,.9,,0,3.8
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,1.9,,0,3.6
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,5.4,2.1,0,2.8
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,1.3,,0,0
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,3.2,,0,2
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,10.9,5.5,0,3.2
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,1.4,,0,0
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,2.1,,.5,.2
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,8.1,6.300000000000001,4.4,1.7
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,1.1,,0,0
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,2.4,,0,.6000000000000001
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,7,5.4,0,3.8
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,.8,,0,0
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,1.4,,.5,1.1
3_18_313_0,2011,Urban,3,India,18,Assam,313,Golaghat,6.300000000000001,4.4,5.5,6.600000000000001
3_18_314_0,2011,Rural,3,India,18,Assam,314,Karbi Anglong,.8,,0,0
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,1.1,,0,1.8
3_18_314_0,2011,Urban,3,India,18,Assam,314,Karbi Anglong,3,,0,5
3_18_315_0,2011,Rural,3,India,18,Assam,315,Dima Hasao,.4,,0,0
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,1.2,,0,0
3_18_315_0,2011,Urban,3,India,18,Assam,315,Dima Hasao,3,,0,.1
3_18_316_0,2011,Rural,3,India,18,Assam,316,Cachar,.6000000000000001,,0,0
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,1.4,,1.7,0
3_18_316_0,2011,Urban,3,India,18,Assam,316,Cachar,5.300000000000001,1.9,8,0
3_18_317_0,2011,Rural,3,India,18,Assam,317,Karimganj,.5,,0,0
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,.8,,0,.3
3_18_317_0,2011,Urban,3,India,18,Assam,317,Karimganj,3.4,4.4,0,2.1
3_18_318_0,2011,Rural,3,India,18,Assam,318,Hailakandi,.6000000000000001,,0,0
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,.8,,0,.7000000000000001
3_18_318_0,2011,Urban,3,India,18,Assam,318,Hailakandi,3.8,2.7,0,2.9
3_18_319_0,2011,Rural,3,India,18,Assam,319,Bongaigaon,.5,,0,0
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,1.7,,0,.1
3_18_319_0,2011,Urban,3,India,18,Assam,319,Bongaigaon,7.5,3.8,0,1.4
3_18_320_0,2011,Rural,3,India,18,Assam,320,Chirang,.7000000000000001,,0,.3
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,.8,,.1,.8
3_18_320_0,2011,Urban,3,India,18,Assam,320,Chirang,1.5,1.9,1.8,6.2
3_18_321_0,2011,Rural,3,India,18,Assam,321,Kamrup,.9,,0,.2
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,1,,0,.2
3_18_321_0,2011,Urban,3,India,18,Assam,321,Kamrup,2.3,,0,0
3_18_322_0,2011,Rural,3,India,18,Assam,322,Kamrup Metropolitan,1.7,,2.1,1.3
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,10,,.8,1.8
3_18_322_0,2011,Urban,3,India,18,Assam,322,Kamrup Metropolitan,11.4,4.9,0,1.9
3_18_323_0,2011,Rural,3,India,18,Assam,323,Nalbari,.8,,0,2.7
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,1,,.3,3.2
3_18_323_0,2011,Urban,3,India,18,Assam,323,Nalbari,3.3,1.7,5.7,8.800000000000001
3_18_324_0,2011,Rural,3,India,18,Assam,324,Baksa,.6000000000000001,,0,.4
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,.6000000000000001,,0,.4
3_18_324_0,2011,Urban,3,India,18,Assam,324,Baksa,1.5,,,
3_18_325_0,2011,Rural,3,India,18,Assam,325,Darrang,.5,,0,.3
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,.6000000000000001,,0,1.6
3_18_325_0,2011,Urban,3,India,18,Assam,325,Darrang,3,.8,0,5.2
3_18_326_0,2011,Rural,3,India,18,Assam,326,Udalguri,.8,,0,.8
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,.9,,.2,.9
3_18_326_0,2011,Urban,3,India,18,Assam,326,Udalguri,2.6,8.300000000000001,7.5,3.1
3_19_327_0,2011,Rural,3,India,19,West Bengal,327,Darjiling,.9,,0,1.9
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,2.9,,0,3.9
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,6,2.1,.1,5.600000000000001
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,.4,,.5,.1
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,1.1,,.5,1.1
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,2.9,1.9,.1,4.2
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,.3,,0,1.7
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,.5,,0,1.6
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,2.6,2.5,0,1.6
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,.2,,0,0
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,.5,,0,.2
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,2.5,1.6,0,2.2
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,.2,,0,2.5
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,.6000000000000001,,.2,4.7
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,3.1,2,8.4,18
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,.3,,0,3.4
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,.6000000000000001,,0,3.6
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,2.9,2.3,.3,4.5
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,.3,,0,.7000000000000001
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,.5,,0,1.7
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,1.7,1.1,0,6
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,.3,,0,0
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,.6000000000000001,,0,.2
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,2.8,1.6,1.6,2
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,.6000000000000001,,0,.4
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,1.9,,.5,1.6
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,4,2.1,1.4,2.6
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,.5,,0,.2
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,1,,.1,.9
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,2.5,1.3,.3,2.6
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,.8,,0,.2
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,4.600000000000001,,.3,2.2
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,7.5,4.600000000000001,.9,3.5
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,.8,,0,.3
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,2.5,,.1,.4
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,5.2,3.1,.3,.6000000000000001
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,.3,,0,.2
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,.6000000000000001,,0,.5
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,2.9,2.6,0,2.9
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,.3,,.4,.1
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,.6000000000000001,,.4,1.5
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,2.8,1.7,.5,5.5
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,.6000000000000001,,.3,0
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,3,,.5,2.2
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,4.5,3.3,1,3.4
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,14.2,,3,4.4
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,14.2,8.6,3,4.4
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,.4,,0,.3
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,1.2,,.1,1
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,3.2,2.1,.6000000000000001,4.4
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,.3,,0,.5
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,.7000000000000001,,.2,.4
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,3.7,1.7,1.1,.4
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,.5,,.1,.3
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,.8,,.1,.6000000000000001
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,3.9,2.7,0,1.9
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,.6000000000000001,,0,.3
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,.7000000000000001,,0,.6000000000000001
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,1.7,3.2,0,1.1
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,1.5,,0,.3
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,9.800000000000001,,.1,6.9
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,9.9,5.600000000000001,.1,7.7
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,1.8,,0,.3
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,2,,.1,6.9
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,3.5,,.1,7.7
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,1.5,,0,3.2
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,1.9,,0,4.3
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,4.5,4.2,0,5.5
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,1.7,,0,3.2
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,2.1,,0,4.3
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,8.5,7.7,0,5.5
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,1.3,,0,.4
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,1.9,,.2,1
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,3.9,3,3.6,2.3
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,1.1,,0,.4
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,1.2,,.2,1
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,1.8,1.4,3.6,2.3
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,.6000000000000001,,0,.2
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,.8,,0,.7000000000000001
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,2.7,1.2,0,4.100000000000001
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,.7000000000000001,,0,.2
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,.8,,0,.7000000000000001
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,2.9,,0,4.100000000000001
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,.4,,0,.2
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,.6000000000000001,,0,.7000000000000001
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,4.2,,0,4.100000000000001
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,.4,,2.3,2.4
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,1.3,,1.5,3.3
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,5.7,5.9,0,5.600000000000001
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,1.5,,0,1.3
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,2,,.1,2.6
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,5.300000000000001,3.3,.7000000000000001,12.2
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,.6000000000000001,,2.3,2.4
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,1.1,,1.5,3.3
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,5.9,,0,5.600000000000001
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,1.2,,.2,2.5
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,6.600000000000001,,2,6.300000000000001
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,12.3,5,4,8.9
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,1.3,,.2,2.5
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,1.6,,2,6.300000000000001
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,3.2,1.1,4,8.9
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),1.5,,,
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),1.5,,,
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),2.8,,,
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),2.8,,,
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),5.9,8.200000000000001,,
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),5.9,8.200000000000001,,
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,.9,,,
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,1.3,,,
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,3.5,,,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,.3,,0,0
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,.4,,0,.2
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,1.7,,0,1.6
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,.3,,0,1.4
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,.5,,0,1.7
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,4.2,5.4,0,3.1
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,.7000000000000001,,0,4.100000000000001
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,1.2,,0,6.9
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,4.100000000000001,3.5,0,14.1
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,1.7,,0,.7000000000000001
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,2.5,,0,.8
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,6.100000000000001,5.300000000000001,0,1.7
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,1.3,,0,.7000000000000001
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,1.7,,0,.8
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,4,3.8,0,1.7
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,.1,,0,0
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,.2,,0,.7000000000000001
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,1.9,,0,6.100000000000001
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,.2,,0,1
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,.3,,0,1
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,2.7,.5,0,1.2
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,.3,,0,1.6
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,.7000000000000001,,0,1.3
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,2.4,3.8,0,.7000000000000001
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,.3,,0,0
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,.5,,1.3,.5
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,2.8,3.1,7.800000000000001,2.1
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,.2,,0,0
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,.7000000000000001,,0,0
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,3.4,2.4,0,.1
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,.2,,0,.1
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,.3,,0,.3
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,3.5,,.6000000000000001,2.7
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,.1,,0,.8
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,.3,,0,.9
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,1.2,1,0,1.5
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,.1,,0,.3
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,.2,,0,.3
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,1.4,,0,0
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,.7000000000000001,,0,.7000000000000001
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,2.3,,0,1.5
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,3.5,5.300000000000001,0,1.7
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,.4,,0,.1
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,2.5,,11.1,1
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,4.800000000000001,4.2,15.3,1.7
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,.1,,0,1.5
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,.4,,0,2.2
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,2.3,1,0,4.100000000000001
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,.4,,0,0
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,4.7,,0,1.8
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,8.300000000000001,2.8,0,3.4
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,.3,,0,0
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,.6000000000000001,,.5,3
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,2.9,2.5,2.9,23.9
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,.1,,0,0
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,.3,,.5,.5
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,1.7,.9,13.3,7.9
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,.5,,0,0
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,1.2,,0,.5
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,4.7,4,0,1.4
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,.5,,0,0
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,1.6,,0,.5
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,2.9,,0,1.4
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,.3,,0,.4
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,.4,,.2,.6000000000000001
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,3.2,1,3.1,1.7
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,.4,,0,0
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,.5,,0,.1
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,2.3,.6000000000000001,.6000000000000001,1.3
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,.5,,0,.1
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,4,,0,5
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,8.9,4.100000000000001,0,12.6
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,.2,,0,.1
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,.4,,0,5
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,2.4,1.3,0,12.6
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,.3,,0,0
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,.4,,.1,.9
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,2.8,2.4,3.5,6.100000000000001
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,.2,,0,0
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,.4,,0,.2
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,2.3,.1,0,1.6
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,.2,,0,0
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,.7000000000000001,,0,.4
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,3.1,1.5,0,2.1
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,.3,,0,0
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,1.2,,.1,.5
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,3.9,1.4,2.2,5.300000000000001
