id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,hh_size_t,ppl_room_t,ppl_room_slm,ovr_crw_t,ovr_crw_slm
3_15_285_0,2011,Rural,3,India,15,Mizoram,285,Serchhip,5.2,2.6,,31.6,
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,5.100000000000001,2.5,,27.6,
3_15_285_0,2011,Urban,3,India,15,Mizoram,285,Serchhip,5,2.4,,23.6,
3_15_286_0,2011,Rural,3,India,15,Mizoram,286,Lunglei,4.9,3.1,,41.1,
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,4.800000000000001,2.7,,30.7,
3_15_286_0,2011,Urban,3,India,15,Mizoram,286,Lunglei,4.7,2.1,,16.6,
3_15_287_0,2011,Rural,3,India,15,Mizoram,287,Lawngtlai,5.100000000000001,3,,37.2,
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,5.100000000000001,2.9,,33.9,
3_15_287_0,2011,Urban,3,India,15,Mizoram,287,Lawngtlai,5.2,2.2,,17.4,
3_15_288_0,2011,Rural,3,India,15,Mizoram,288,Saiha,4.800000000000001,2.9,,35.8,
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,5,2.7,,29.2,
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,5.4,2.3,,20.3,
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,4.3,3.7,,54,
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,4.2,3.4,3.4,48.2,49.2
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,4,3.1,3.4,40,49.2
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,4.2,3.7,,53.2,
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,4.2,3.6,3.2,51.2,41.5
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,3.8,3.1,3.2,39.8,41.5
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,4.5,4.2,,64.40000000000001,
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,4.4,4.100000000000001,3.6,62.8,52.1
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,3.9,3.6,3.6,51.2,52.1
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,4.600000000000001,4.2,,64.3,
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,4.5,4.100000000000001,3.4,60.5,45.7
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,4.100000000000001,3.3,3.4,43.90000000000001,45.7
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,5.2,2.9,,34.8,
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,5.2,2.8,2.4,32.7,23.9
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,5.4,2.1,2.4,16.3,23.9
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,5.4,2.9,,33.5,
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,5.4,2.8,2,31.5,10.6
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,5.600000000000001,2.3,2,19,10.6
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,5.800000000000001,2.7,,28.5,
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,5.800000000000001,2.7,2.5,27.8,24
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,5.5,2.4,2.5,20.9,24
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,5.9,3,,36.8,
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,5.9,3,2.5,35.7,25.8
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,6,2.6,2.5,27.4,25.8
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,5.5,2.4,,21.7,
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,5.5,2.4,,21.8,
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,5.2,2.4,,23,
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,5.300000000000001,2.6,,28.3,
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,5,2.4,2.9,24.6,36.4
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,4.7,2.2,2.9,20.4,36.4
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,6,2.2,,17.4,
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,6,2.2,2,17.1,14.8
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,5.800000000000001,1.9,2,13.5,14.8
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,4.9,3.3,,43.40000000000001,
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,4.9,3.2,,41.8,
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,4.600000000000001,2.1,,18.7,
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,4.7,3.7,,52.3,
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,4.7,3.6,3.1,50.2,39.6
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,4.7,2.8,3.1,32.1,39.6
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,5.100000000000001,3.4,,44.90000000000001,
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,5.100000000000001,3.3,,43,
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,4.800000000000001,2.8,,32.1,
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,5,3.5,,49.40000000000001,
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,5,3.4,2.1,46.90000000000001,15.7
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,4.7,2.3,2.1,22.8,15.7
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,5.2,3.2,,40.90000000000001,
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,5.2,3.1,,39.1,
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,4.5,2.2,,20.7,
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,5.100000000000001,3,,38.1,
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,5,2.9,2.5,36,25.2
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,4.7,2.4,2.5,23.5,25.2
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,4.9,2.6,,27.9,
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,4.9,2.5,2.3,26.5,20.6
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,4.3,1.9,2.3,14.9,20.6
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,5.2,2.5,,24.2,
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,5.100000000000001,2.4,2.3,23.3,17.3
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,4.3,2,2.3,16.3,17.3
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,5.300000000000001,2.8,,30.7,
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,5.300000000000001,2.7,,29.5,
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,4.7,2.1,,16,
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,5,2,,13.5,
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,4.9,2,2,13.9,15
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,4.600000000000001,2,2,15.3,15
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,4.800000000000001,1.8,,9.4,
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,4.800000000000001,1.8,2.3,10.4,21.7
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,4.4,1.9,2.3,14.3,21.7
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,4.7,1.7,,8.6,
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,4.600000000000001,1.7,2,8.800000000000001,14.7
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,4.2,1.8,2,11,14.7
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,4.7,1.9,,11.5,
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,4.600000000000001,1.8,2.1,11.1,17.4
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,4.3,1.7,2.1,10.1,17.4
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,4.7,1.9,,11.9,
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,4.7,1.9,1.5,11.7,5.5
3_18_313_0,2011,Urban,3,India,18,Assam,313,Golaghat,4.3,1.7,1.5,9.800000000000001,5.5
3_18_314_0,2011,Rural,3,India,18,Assam,314,Karbi Anglong,5.5,2.6,,26.3,
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,5.4,2.5,,25,
3_18_314_0,2011,Urban,3,India,18,Assam,314,Karbi Anglong,4.7,2.1,,16.9,
3_18_315_0,2011,Rural,3,India,18,Assam,315,Dima Hasao,5.100000000000001,3.2,,41.7,
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,5,2.9,,35,
3_18_315_0,2011,Urban,3,India,18,Assam,315,Dima Hasao,4.600000000000001,2.3,,20.3,
3_18_316_0,2011,Rural,3,India,18,Assam,316,Cachar,4.600000000000001,4,,55.90000000000001,
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,4.600000000000001,3.8,3.5,51.90000000000001,46
3_18_316_0,2011,Urban,3,India,18,Assam,316,Cachar,4.5,2.9,3.5,34.6,46
3_18_317_0,2011,Rural,3,India,18,Assam,317,Karimganj,5,4.4,,62.5,
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,5,4.3,3.3,59.90000000000001,39
3_18_317_0,2011,Urban,3,India,18,Assam,317,Karimganj,4.7,3,3.3,35,39
3_18_318_0,2011,Rural,3,India,18,Assam,318,Hailakandi,4.600000000000001,3.9,,54.1,
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,4.600000000000001,3.8,2.7,52.5,28.4
3_18_318_0,2011,Urban,3,India,18,Assam,318,Hailakandi,4.7,2.8,2.7,32.5,28.4
3_18_319_0,2011,Rural,3,India,18,Assam,319,Bongaigaon,5,3.3,,45.3,
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,4.9,3.1,3,41,35.8
3_18_319_0,2011,Urban,3,India,18,Assam,319,Bongaigaon,4.4,2.2,3,19.8,35.8
3_18_320_0,2011,Rural,3,India,18,Assam,320,Chirang,5,3.2,,41.7,
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,4.9,3.2,2.5,40.8,23.8
3_18_320_0,2011,Urban,3,India,18,Assam,320,Chirang,4.600000000000001,2.7,2.5,30,23.8
3_18_321_0,2011,Rural,3,India,18,Assam,321,Kamrup,4.9,2.7,,28.7,
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,4.9,2.6,,27.2,
3_18_321_0,2011,Urban,3,India,18,Assam,321,Kamrup,4.600000000000001,2,,14.2,
3_18_322_0,2011,Rural,3,India,18,Assam,322,Kamrup Metropolitan,4.7,2.5,,24.5,
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,4.3,2,2.4,15.2,24.5
3_18_322_0,2011,Urban,3,India,18,Assam,322,Kamrup Metropolitan,4.2,1.9,2.4,13.6,24.5
3_18_323_0,2011,Rural,3,India,18,Assam,323,Nalbari,5,2.6,,27.3,
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,5,2.6,2.6,26,27
3_18_323_0,2011,Urban,3,India,18,Assam,323,Nalbari,4.7,2.1,2.6,15.2,27
3_18_324_0,2011,Rural,3,India,18,Assam,324,Baksa,4.9,2.8,,31.5,
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,4.9,2.8,,31.4,
3_18_324_0,2011,Urban,3,India,18,Assam,324,Baksa,5,2.5,,25.5,
3_18_325_0,2011,Rural,3,India,18,Assam,325,Darrang,5,3.6,,51.6,
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,4.9,3.6,2.7,49.8,29.1
3_18_325_0,2011,Urban,3,India,18,Assam,325,Darrang,4.4,2.4,2.7,24.4,29.1
3_18_326_0,2011,Rural,3,India,18,Assam,326,Udalguri,4.9,3.1,,38.1,
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,4.9,3,4.100000000000001,37.4,56.5
3_18_326_0,2011,Urban,3,India,18,Assam,326,Udalguri,4.5,2.4,4.100000000000001,24.2,56.5
3_19_327_0,2011,Rural,3,India,19,West Bengal,327,Darjiling,4.7,2.6,,29.4,
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,4.7,2.5,2.7,26,31
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,4.600000000000001,2.3,2.7,20.7,31
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,4.5,3.4,,48.90000000000001,
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,4.4,3.2,2.7,44.40000000000001,31
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,4.3,2.8,2.7,32.8,31
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,4.2,3.3,,47.40000000000001,
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,4.2,3.3,2.5,45.40000000000001,26.2
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,4.100000000000001,2.6,2.5,28.6,26.2
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,5,3.9,,58.2,
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,5,3.8,3.4,55.7,46.1
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,4.9,3,3.4,37,46.1
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,4.2,3.1,,39.7,
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,4.2,3,2.7,37.2,30.2
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,4.100000000000001,2.4,2.7,22.5,30.2
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,4.7,3.4,,47.6,
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,4.7,3.3,2.8,45.7,34.6
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,4.800000000000001,2.8,2.8,33.5,34.6
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,4.4,3.3,,45.40000000000001,
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,4.5,3.3,3.4,45.2,47.8
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,4.9,3.3,3.4,44.3,47.8
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,4.3,3.3,,45,
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,4.3,3.2,3.1,43.2,40.8
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,4.4,2.7,3.1,30.9,40.8
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,4.3,2.9,,34.7,
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,4.5,2.8,3.1,33.9,40
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,4.7,2.8,3.1,32.6,40
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,4.2,3.4,,49.2,
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,4.2,3.3,3,44.40000000000001,37.5
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,4.100000000000001,2.8,3,32.5,37.5
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,4.3,3.6,,52.7,
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,4.3,3.1,3,39,35.1
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,4.2,2.7,3,28.5,35.1
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,4.3,2.8,,33.9,
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,4.3,2.8,3.1,31.8,39
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,4.2,2.7,3.1,28.5,39
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,4.7,3.5,,50.5,
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,4.7,3.4,2.8,48.90000000000001,34.4
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,4.5,2.7,2.8,31.5,34.4
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,5.2,3.9,,59.40000000000001,
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,5.2,3.8,3.3,57,45.40000000000001
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,5.2,3.1,3.3,40.7,45.40000000000001
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,4.5,3.2,,42.8,
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,4.600000000000001,3.1,3.3,38.6,43.2
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,4.600000000000001,3,3.3,36,43.2
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,,,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,4.4,2.8,3.4,32,44.2
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,4.4,2.8,3.4,32,44.2
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,4.7,3.8,,56.40000000000001,
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,4.600000000000001,3.6,3,51,36.3
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,4.3,3,3,36.2,36.3
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,4.5,3.3,,45.8,
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,4.5,3.2,2.8,43.6,33.1
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,4.5,2.6,2.8,27.8,33.1
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,4.600000000000001,3.6,,53.40000000000001,
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,4.600000000000001,3.5,3,51.2,38
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,4.600000000000001,2.8,3,33.3,38
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,7.300000000000001,3.1,,35.8,
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,7.300000000000001,3.1,2.6,35,24.4
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,7.5,2.8,2.6,27.2,24.4
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,6.100000000000001,2.7,,27.4,
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,6.300000000000001,2,2,15,15.6
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,6.300000000000001,2,2,14.8,15.6
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,6.300000000000001,3,,36.6,
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,6.4,3,,35.1,
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,6.600000000000001,2.6,,27.1,
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,6.300000000000001,2.6,,25.5,
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,6.4,2.6,2.6,24.7,26.6
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,6.9,2.3,2.6,18.8,26.6
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,6,2.6,,25.7,
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,5.9,2.6,2,25,16
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,5.600000000000001,2,2,14.3,16
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,6.7,2.9,,30.2,
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,6.9,2.8,2.7,28.5,25.5
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,7.7,2.6,2.7,22.9,25.5
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,5.7,2.9,,32.6,
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,5.7,2.8,2.6,31.3,26.7
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,5.7,2.6,2.6,25.6,26.7
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,5.100000000000001,3.1,,38.5,
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,5.100000000000001,3,2.4,37.4,28.6
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,4.600000000000001,2.3,2.4,23.3,28.6
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,5.100000000000001,3.4,,45.1,
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,5,3.3,,44.2,
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,4.9,2.2,,20.2,
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,5,3.2,,42.2,
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,5,3.2,,41,
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,5.100000000000001,2.3,,21.3,
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,5.600000000000001,3.1,,38.90000000000001,
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,5.5,2.9,2.5,35.6,24.8
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,4.800000000000001,2.2,2.5,19.9,24.8
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,7.300000000000001,2.9,,33.2,
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,7.2,2.8,2.7,31.6,28.6
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,6.5,2.3,2.7,21.3,28.6
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,5.5,3.6,,49.6,
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,5.5,3.5,,47.40000000000001,
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,5.100000000000001,2.5,,25.2,
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,4.800000000000001,2.6,,28.9,
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,4.800000000000001,2.5,2.8,24.9,31.1
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,4.800000000000001,2.3,2.8,20.7,31.1
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,4.800000000000001,2.4,,24.4,
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,4.800000000000001,2.4,2.1,23.5,17.6
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,4.800000000000001,2.2,2.1,18.5,17.6
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),5.5,2.4,,24.3,
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),5.5,2.4,,24.3,
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),5.300000000000001,2.3,1.8,22.5,12.9
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),5.300000000000001,2.3,1.8,22.5,12.9
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),4.9,2,1.8,18.2,12.9
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),4.9,2,1.8,18.2,12.9
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,7.300000000000001,2.9,,32.5,
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,7.2,2.8,,31.4,
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,6.2,2.5,,25.2,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,5.2,2.8,,34.1,
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,5.100000000000001,2.7,,32.6,
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,4.600000000000001,2,,15.9,
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,4.7,2.9,,35,
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,4.800000000000001,2.9,2.3,34.1,19.8
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,5,2.2,2.3,19.5,19.8
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,5.2,2.9,,34.4,
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,5.100000000000001,2.8,2.7,32.8,30.7
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,4.9,2.4,2.7,23.6,30.7
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,6.5,2.5,,23.6,
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,6.4,2.5,2.3,22.6,20.9
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,6.100000000000001,2.2,2.3,18.1,20.9
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,6.600000000000001,2.7,,28,
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,6.600000000000001,2.7,2.7,27.4,26.5
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,6.5,2.6,2.7,24.3,26.5
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,5.2,2.8,,33.2,
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,5.2,2.8,,33.1,
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,5.2,2.7,,30.5,
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,5.7,2.8,,33.5,
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,5.7,2.8,3.2,33.4,40.90000000000001
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,5.600000000000001,2.8,3.2,32.4,40.90000000000001
