id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,area_lit,pop_lit,dens_lit
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,36.6,48.8,1332
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,2292,1390,.61
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,2322,1429,615
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,30.7,38.8,1264
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,1464,916,.63
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,1506,985,654
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,41.90000000000001,68.3,1628
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,3865,2378,.62
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,3986,2661,667
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,121,282,2337
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,5024,1695,.34
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,5200,1936,372
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,176,241,1367
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,2838,859,.3
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,2869,914,319
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,31.2,55.3,1769
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,2566,793,.31
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,2578,799,310
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,11.8,5.7,485
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,3092,1002,.32
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,3799,1480,389
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,708,477,674
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,2447,590,.24
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,3370,1241,368
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,923,651,705
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,2303,946,.41
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,2620,1234,471
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,317,288,907
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,3046,884,.29
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,3183,1172,368
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,136,288,2112
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,3068,1036,.34
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,3280,1164,355
3_18_313_0,2011,Urban,3,India,18,Assam,313,Golaghat,212,128,603
3_18_314_0,2011,Rural,3,India,18,Assam,314,Karbi Anglong,10353,721,.07
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,10455,799,76.40000000000001
3_18_314_0,2011,Urban,3,India,18,Assam,314,Karbi Anglong,101,77.80000000000001,768
3_18_315_0,2011,Rural,3,India,18,Assam,315,Dima Hasao,4855,172,.04
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,4903,209,42.7
3_18_315_0,2011,Urban,3,India,18,Assam,315,Dima Hasao,48,37.3,777
3_18_316_0,2011,Rural,3,India,18,Assam,316,Cachar,3661,1466,.4
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,3782,1807,478
3_18_316_0,2011,Urban,3,India,18,Assam,316,Cachar,121,341,2827
3_18_317_0,2011,Rural,3,India,18,Assam,317,Karimganj,1766,1065,.6
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,1791,1133,632
3_18_317_0,2011,Urban,3,India,18,Assam,317,Karimganj,24.9,68.10000000000001,2736
3_18_318_0,2011,Rural,3,India,18,Assam,318,Hailakandi,1317,506,.38
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,1338,542,405
3_18_318_0,2011,Urban,3,India,18,Assam,318,Hailakandi,20.7,35.6,1722
3_18_319_0,2011,Rural,3,India,18,Assam,319,Bongaigaon,1027,486,.47
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,1062,584,550
3_18_319_0,2011,Urban,3,India,18,Assam,319,Bongaigaon,34.6,98.40000000000001,2848
3_18_320_0,2011,Rural,3,India,18,Assam,320,Chirang,1840,657,.36
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,1932,960,497
3_18_320_0,2011,Urban,3,India,18,Assam,320,Chirang,91.7,304,3311
3_18_321_0,2011,Rural,3,India,18,Assam,321,Kamrup,2920,989,.34
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,3106,1244,400
3_18_321_0,2011,Urban,3,India,18,Assam,321,Kamrup,185,254,1373
3_18_322_0,2011,Rural,3,India,18,Assam,322,Kamrup Metropolitan,680,131,.19
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,983,1607,1635
3_18_322_0,2011,Urban,3,India,18,Assam,322,Kamrup Metropolitan,303,1476,4874
3_18_323_0,2011,Rural,3,India,18,Assam,323,Nalbari,1019,746,.73
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,1043,799,766
3_18_323_0,2011,Urban,3,India,18,Assam,323,Nalbari,23.8,52.90000000000001,2224
3_18_324_0,2011,Rural,3,India,18,Assam,324,Baksa,2442,1202,.49
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,2443,1203,492
3_18_324_0,2011,Urban,3,India,18,Assam,324,Baksa,1.3,.43,341
3_18_325_0,2011,Rural,3,India,18,Assam,325,Darrang,1522,654,.43
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,1580,701,444
3_18_325_0,2011,Urban,3,India,18,Assam,325,Darrang,58.2,47.3,813
3_18_326_0,2011,Rural,3,India,18,Assam,326,Udalguri,2005,1073,.54
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,2015,1083,537
3_18_326_0,2011,Urban,3,India,18,Assam,326,Udalguri,10.7,9.600000000000001,891
3_19_327_0,2011,Rural,3,India,19,West Bengal,327,Darjiling,2798,871,.31
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,3176,1783,561
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,378,912,2409
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,5832,3096,.53
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,6262,4233,676
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,431,1137,2640
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,3238,2449,.76
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,3354,2711,808
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,117,262,2244
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,3055,2727,.89
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,3162,3047,964
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,107,320,2989
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,2121,1460,.6900000000000001
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,2212,1663,752
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,90.40000000000001,203,2239
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,3588,3442,.96
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,3743,3822,1021
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,155,380,2449
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,4793,5576,1.2
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,5296,6702,1266
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,503,1127,2239
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,4092,2838,.6900000000000001
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,4528,3459,764
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,436,622,1427
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,5200,4136,.8
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,7025,8152,1160
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,1825,4017,2201
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,3179,3273,1
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,3904,5433,1392
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,725,2161,2982
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,2963,3988,1.3
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,3998,10344,2588
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,1035,6356,6142
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,2030,2570,1.3
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,3155,5823,1845
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,1125,3253,2891
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,6394,3127,.49
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,6932,3689,532
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,538,563,1045
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,5872,2484,.42
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,6227,2935,471
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,356,451,1268
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,608,999,1.6
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,1456,5013,3442
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,849,4014,4728
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,0,0,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,194,6300,32444
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,194,6300,32444
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,7579,4596,.61
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,8487,7179,846
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,908,2583,2845
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,8811,6047,.6900000000000001
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,9349,7043,753
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,538,996,1851
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,3362,3053,.91
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,4015,4066,1013
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,653,1012,1550
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,2619,523,.2
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,2619,523,200
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,0,0,
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,282,64.2,.23
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,477,995,2085
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,196,931,4757
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,1282,236,.18
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,1287,239,186
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,5.2,2.5,476
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,887,537,.61
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,896,602,672
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,9.4,65.90000000000001,6984
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,492,239,.49
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,492,239,486
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,0,0,
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,2808,822,.29
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,2819,865,307
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,11.7,42.90000000000001,3661
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,1166,288,.25
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,1166,288,247
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,0,0,
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,2410,210,.09
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,2433,214,87.80000000000001
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,23.3,4,170
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,1112,77,.07
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,1167,86.7,74.2
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,55.6,9.700000000000001,174
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,7811,177,.02
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,7832,197,25.2
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,20.1,20.4,1017
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,2239,217,.1
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,2390,386,162
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,151,169,1123
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,1106,445,.4
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,1250,905,724
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,144,460,3201
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,2032,153,.08
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,2149,226,105
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,116,72.7,625
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,1174,338,.29
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,2253,2253,1000
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,1079,1915,1775
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,377,123,.33
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,788,641,814
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,411,518,1260
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),50067,186,0
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),50067,186,0
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),50104,223,4.4
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),50104,223,4.4
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),36.9,37,1001
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),36.9,37,1001
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,13902,105,.01
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,13902,105,7.600000000000001
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,0,0,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,1780,276,.16
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,1796,336,187
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,15.7,59.90000000000001,3818
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,2731,385,.14
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,2783,474,170
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,52.40000000000001,88.80000000000001,1696
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,2041,250,.12
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,2525,735,291
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,484,485,1003
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,2099,967,.46
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,2118,1008,476
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,19.2,41.2,2151
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,2587,286,.11
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,2587,286,111
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,0,0,
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,4072,1313,.32
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,4085,1324,324
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,13,10.9,840
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,3771,895,.24
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,3837,949,247
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,65.8,54.3,825
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,1469,433,.29
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,1634,591,361
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,165,157,955
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,4867,2124,.44
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,4994,2355,471
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,127,231,1810
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,2265,988,.44
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,2454,1355,552
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,190,367,1935
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,2213,1130,.51
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,2297,1254,546
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,84.80000000000001,124,1468
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,1862,961,.52
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,1916,1027,536
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,53.6,65.90000000000001,1230
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,1850,771,.42
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,1898,808,426
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,48.2,37,768
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,1097,503,.46
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,2039,1960,961
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,942,1457,1546
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,2123,985,.46
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,2888,2721,942
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,765,1736,2269
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,1554,372,.24
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,1580,406,257
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,25.1,33.4,1330
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,3188,912,.29
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,3552,2095,590
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,364,1183,3250
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,4377,1384,.32
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,4453,1522,342
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,76.10000000000001,138,1813
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,4120,725,.18
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,4144,729,176
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,24.4,3.9,158
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,4012,1247,.31
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,4292,1604,374
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,280,357,1276
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,791,280,.35
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,1334,892,669
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,543,613,1128
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,3713,1132,.3
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,3781,1218,322
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,68.40000000000001,86.30000000000001,1262
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,1749,675,.39
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,1862,804,432
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,113,129,1144
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,4458,1144,.26
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,5064,2532,500
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,606,1387,2287
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,2659,655,.25
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,2677,682,255
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,18.9,27,1428
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,5237,775,.15
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,5267,818,155
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,29.2,42.40000000000001,1455
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,3756,688,.18
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,3777,703,186
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,20.9,15.6,748
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,6882,1271,.18
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,7173,1422,198
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,291,151,520
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,2282,627,.27
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,2633,1180,448
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,351,553,1573
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,5744,1092,.19
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,5878,1223,208
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,135,131,970
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,1719,249,.15
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,2164,688,318
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,445,439,986
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,6293,851,.14
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,6588,1291,196
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,296,440,1487
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,2986,348,.12
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,3012,358,119
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,25.2,9.700000000000001,386
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,8971,1071,.12
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,9692,2126,219
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,720,1055,1465
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,7837,1500,.19
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,8376,1807,216
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,539,307,569
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,10307,2341,.23
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,10451,2638,252
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,144,297,2069
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,3392,1986,.59
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,3676,2448,666
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,284,462,1626
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,2396,1128,.47
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,2531,1332,526
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,135,205,1514
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,2470,1137,.46
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,2566,1251,487
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,96.7,114,1178
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,1532,955,.62
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,1739,1225,704
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,207,269,1303
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,3320,1636,.49
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,3823,2968,776
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,502,1332,2651
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,2381,1299,.55
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,2882,1668,579
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,502,369,735
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,4215,869,.21
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,4413,1029,233
