id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,hh_cell_t,hh_cell_slm
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,71.60000000000001,
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,35.7,
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,44.5,
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,75.90000000000001,74.8
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,40.6,
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,48.3,
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,79.2,74.8
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,50.2,
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,53.40000000000001,
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,79.7,67.3
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,45.6,
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,51.8,
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,73.8,64.10000000000001
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,40.40000000000001,
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,43.90000000000001,
3_18_313_0,2011,Urban,3,India,18,Assam,313,Golaghat,76.3,85.90000000000001
3_18_314_0,2011,Rural,3,India,18,Assam,314,Karbi Anglong,36.6,
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,41.7,
3_18_314_0,2011,Urban,3,India,18,Assam,314,Karbi Anglong,74.3,
3_18_315_0,2011,Rural,3,India,18,Assam,315,Dima Hasao,26.6,
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,42.2,
3_18_315_0,2011,Urban,3,India,18,Assam,315,Dima Hasao,76.5,
3_18_316_0,2011,Rural,3,India,18,Assam,316,Cachar,37.2,
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,43.40000000000001,
3_18_316_0,2011,Urban,3,India,18,Assam,316,Cachar,70.2,44.7
3_18_317_0,2011,Rural,3,India,18,Assam,317,Karimganj,37.2,
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,40.8,
3_18_317_0,2011,Urban,3,India,18,Assam,317,Karimganj,75.7,79.80000000000001
3_18_318_0,2011,Rural,3,India,18,Assam,318,Hailakandi,33.1,
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,36.3,
3_18_318_0,2011,Urban,3,India,18,Assam,318,Hailakandi,76.7,65
3_18_319_0,2011,Rural,3,India,18,Assam,319,Bongaigaon,44.40000000000001,
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,49.90000000000001,
3_18_319_0,2011,Urban,3,India,18,Assam,319,Bongaigaon,77.10000000000001,63.2
3_18_320_0,2011,Rural,3,India,18,Assam,320,Chirang,40.3,
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,42.2,
3_18_320_0,2011,Urban,3,India,18,Assam,320,Chirang,65.7,70
3_18_321_0,2011,Rural,3,India,18,Assam,321,Kamrup,49.3,
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,51.3,
3_18_321_0,2011,Urban,3,India,18,Assam,321,Kamrup,69.3,
3_18_322_0,2011,Rural,3,India,18,Assam,322,Kamrup Metropolitan,59.1,
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,81.60000000000001,
3_18_322_0,2011,Urban,3,India,18,Assam,322,Kamrup Metropolitan,85.5,80.7
3_18_323_0,2011,Rural,3,India,18,Assam,323,Nalbari,51.8,
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,53.40000000000001,
3_18_323_0,2011,Urban,3,India,18,Assam,323,Nalbari,65.7,67.40000000000001
3_18_324_0,2011,Rural,3,India,18,Assam,324,Baksa,42.90000000000001,
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,43.2,
3_18_324_0,2011,Urban,3,India,18,Assam,324,Baksa,62.40000000000001,
3_18_325_0,2011,Rural,3,India,18,Assam,325,Darrang,34.4,
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,36.8,
3_18_325_0,2011,Urban,3,India,18,Assam,325,Darrang,69.5,71.60000000000001
3_18_326_0,2011,Rural,3,India,18,Assam,326,Udalguri,41.6,
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,43.3,
3_18_326_0,2011,Urban,3,India,18,Assam,326,Udalguri,76.3,70.40000000000001
3_19_327_0,2011,Rural,3,India,19,West Bengal,327,Darjiling,50,
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,60.7,
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,77.80000000000001,68.8
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,27.2,
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,37.1,
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,62.6,66.40000000000001
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,26.6,
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,30.8,
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,66.7,68.5
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,28.4,
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,32.2,
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,61.8,54.90000000000001
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,32.5,
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,37.8,
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,68.8,61.1
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,30.1,
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,33.8,
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,58.3,61.6
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,29,
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,32.6,
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,49.5,47.3
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,27.9,
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,31.9,
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,59.90000000000001,51.3
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,40.7,
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,51.8,
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,70.40000000000001,63.5
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,34.7,
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,42.40000000000001,
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,61.7,59.40000000000001
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,41.7,
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,61,
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,75.8,71.7
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,49.40000000000001,
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,58.2,
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,72.2,67.60000000000001
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,35,
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,37.6,
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,64.7,62.90000000000001
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,28.3,
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,32.3,
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,60.1,53.1
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,47.7,
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,60.90000000000001,
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,68.90000000000001,63.7
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,82.90000000000001,
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,82.90000000000001,79.80000000000001
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,40.5,
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,47.5,
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,66.40000000000001,71.5
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,36.8,
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,40.8,
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,69.7,59.8
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,40.7,
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,43.7,
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,67.8,64.3
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,50.6,
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,51.6,
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,60.6,84.2
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,73.7,
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,86.7,
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,86.90000000000001,86.7
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,56.8,
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,59.6,
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,75.2,
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,76.80000000000001,
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,78,
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,86.90000000000001,76.2
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,76.3,
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,77,
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,88.5,89.5
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,64.5,
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,69.2,
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,84.60000000000001,82.80000000000001
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,68,
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,69.7,
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,76.90000000000001,74.2
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,55.7,
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,58.2,
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,88.80000000000001,82.7
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,46.8,
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,48.3,
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,88.40000000000001,
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,36,
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,38.6,
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,82.30000000000001,
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,63.7,
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,67.8,
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,86.7,82.60000000000001
3_1_2_0,2011,Rural,3,India,1,Jammu and Kashmir,2,Badgam,67.60000000000001,
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,70.2,
3_1_2_0,2011,Urban,3,India,1,Jammu and Kashmir,2,Badgam,87.2,85.60000000000001
3_1_20_0,2011,Rural,3,India,1,Jammu and Kashmir,20,Reasi,48.3,
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,51,
3_1_20_0,2011,Urban,3,India,1,Jammu and Kashmir,20,Reasi,78.40000000000001,
3_1_21_0,2011,Rural,3,India,1,Jammu and Kashmir,21,Jammu,65.40000000000001,
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,73.10000000000001,
3_1_21_0,2011,Urban,3,India,1,Jammu and Kashmir,21,Jammu,81.2,69.90000000000001
3_1_22_0,2011,Rural,3,India,1,Jammu and Kashmir,22,Samba,75.3,
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,76.60000000000001,
3_1_22_0,2011,Urban,3,India,1,Jammu and Kashmir,22,Samba,84.30000000000001,86.40000000000001
3_1_3_1,2011,Rural,3,India,1,India/China  2,3,Leh(Ladakh),40.8,
3_1_3_0,2011,Rural,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),40.8,
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),53.90000000000001,
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),53.90000000000001,
3_1_3_1,2011,Urban,3,India,1,India/China  2,3,Leh(Ladakh),84.7,90.2
3_1_3_0,2011,Urban,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),84.7,90.2
3_1_4_0,2011,Rural,3,India,1,Jammu and Kashmir,4,Kargil,47,
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,53.1,
3_1_4_0,2011,Urban,3,India,1,Jammu and Kashmir,4,Kargil,86.90000000000001,
3_1_5_0,2011,Rural,3,India,1,Jammu and Kashmir,5,Punch,36.5,
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,38.8,
3_1_5_0,2011,Urban,3,India,1,Jammu and Kashmir,5,Punch,64.5,
3_1_6_0,2011,Rural,3,India,1,Jammu and Kashmir,6,Rajouri,48.8,
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,50.8,
3_1_6_0,2011,Urban,3,India,1,Jammu and Kashmir,6,Rajouri,85.60000000000001,86.5
3_1_7_0,2011,Rural,3,India,1,Jammu and Kashmir,7,Kathua,71.40000000000001,
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,72.90000000000001,
3_1_7_0,2011,Urban,3,India,1,Jammu and Kashmir,7,Kathua,81.30000000000001,72.7
3_1_8_0,2011,Rural,3,India,1,Jammu and Kashmir,8,Baramula,67.3,
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,70.3,
3_1_8_0,2011,Urban,3,India,1,Jammu and Kashmir,8,Baramula,84,81.7
3_1_9_0,2011,Rural,3,India,1,Jammu and Kashmir,9,Bandipore,54.3,
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,57.5,
3_1_9_0,2011,Urban,3,India,1,Jammu and Kashmir,9,Bandipore,74.2,74.40000000000001
3_20_346_0,2011,Rural,3,India,20,Jharkhand,346,Garhwa,37.2,
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,38.7,
3_20_346_0,2011,Urban,3,India,20,Jharkhand,346,Garhwa,65.2,
3_20_347_0,2011,Rural,3,India,20,Jharkhand,347,Chatra,42.8,
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,44.5,
3_20_347_0,2011,Urban,3,India,20,Jharkhand,347,Chatra,71.3,55.40000000000001
3_20_348_0,2011,Rural,3,India,20,Jharkhand,348,Kodarma,64.60000000000001,
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,67.40000000000001,
3_20_348_0,2011,Urban,3,India,20,Jharkhand,348,Kodarma,77.7,59.6
3_20_349_0,2011,Rural,3,India,20,Jharkhand,349,Giridih,59.2,
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,60.3,
3_20_349_0,2011,Urban,3,India,20,Jharkhand,349,Giridih,71.2,70.8
3_20_350_0,2011,Rural,3,India,20,Jharkhand,350,Deoghar,41.1,
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,47,
3_20_350_0,2011,Urban,3,India,20,Jharkhand,350,Deoghar,74.8,74.2
3_20_351_0,2011,Rural,3,India,20,Jharkhand,351,Godda,32.9,
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,34.7,
3_20_351_0,2011,Urban,3,India,20,Jharkhand,351,Godda,70.90000000000001,
3_20_352_0,2011,Rural,3,India,20,Jharkhand,352,Sahibganj,24.3,
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,28.1,
3_20_352_0,2011,Urban,3,India,20,Jharkhand,352,Sahibganj,52.3,45.1
3_20_353_0,2011,Rural,3,India,20,Jharkhand,353,Pakur,19.1,
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,21.3,
3_20_353_0,2011,Urban,3,India,20,Jharkhand,353,Pakur,48.6,
3_20_354_0,2011,Rural,3,India,20,Jharkhand,354,Dhanbad,50.7,
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,63.1,
3_20_354_0,2011,Urban,3,India,20,Jharkhand,354,Dhanbad,71.90000000000001,67.60000000000001
3_20_355_0,2011,Rural,3,India,20,Jharkhand,355,Bokaro,42.5,
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,58.3,
3_20_355_0,2011,Urban,3,India,20,Jharkhand,355,Bokaro,75.60000000000001,62.5
3_20_356_0,2011,Rural,3,India,20,Jharkhand,356,Lohardaga,29.8,
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,34.8,
3_20_356_0,2011,Urban,3,India,20,Jharkhand,356,Lohardaga,71,55.8
3_20_357_0,2011,Rural,3,India,20,Jharkhand,357,Purbi Singhbhum,30.2,
3_20_357_0,2011,Total,3,India,20,Jharkhand,357,Purbi Singhbhum,54.8,
3_20_357_0,2011,Urban,3,India,20,Jharkhand,357,Purbi Singhbhum,75.60000000000001,58.90000000000001
3_20_358_0,2011,Rural,3,India,20,Jharkhand,358,Palamu,42,
3_20_358_0,2011,Total,3,India,20,Jharkhand,358,Palamu,45.1,
3_20_358_0,2011,Urban,3,India,20,Jharkhand,358,Palamu,70,68.8
3_20_359_0,2011,Rural,3,India,20,Jharkhand,359,Latehar,26,
3_20_359_0,2011,Total,3,India,20,Jharkhand,359,Latehar,29,
3_20_359_0,2011,Urban,3,India,20,Jharkhand,359,Latehar,67.40000000000001,60.6
3_20_360_0,2011,Rural,3,India,20,Jharkhand,360,Hazaribagh,62.3,
3_20_360_0,2011,Total,3,India,20,Jharkhand,360,Hazaribagh,64.40000000000001,
3_20_360_0,2011,Urban,3,India,20,Jharkhand,360,Hazaribagh,75.2,60.7
3_20_361_0,2011,Rural,3,India,20,Jharkhand,361,Ramgarh,55.1,
3_20_361_0,2011,Total,3,India,20,Jharkhand,361,Ramgarh,64.10000000000001,
3_20_361_0,2011,Urban,3,India,20,Jharkhand,361,Ramgarh,75.2,
3_20_362_0,2011,Rural,3,India,20,Jharkhand,362,Dumka,23.7,
3_20_362_0,2011,Total,3,India,20,Jharkhand,362,Dumka,26.5,
3_20_362_0,2011,Urban,3,India,20,Jharkhand,362,Dumka,68.60000000000001,48.6
3_20_363_0,2011,Rural,3,India,20,Jharkhand,363,Jamtara,31.5,
3_20_363_0,2011,Total,3,India,20,Jharkhand,363,Jamtara,35.5,
3_20_363_0,2011,Urban,3,India,20,Jharkhand,363,Jamtara,72,54.6
3_20_364_0,2011,Rural,3,India,20,Jharkhand,364,Ranchi,41.1,
3_20_364_0,2011,Total,3,India,20,Jharkhand,364,Ranchi,56.6,
3_20_364_0,2011,Urban,3,India,20,Jharkhand,364,Ranchi,77.90000000000001,64.2
3_20_365_0,2011,Rural,3,India,20,Jharkhand,365,Khunti,21.3,
3_20_365_0,2011,Total,3,India,20,Jharkhand,365,Khunti,25.1,
3_20_365_0,2011,Urban,3,India,20,Jharkhand,365,Khunti,65.10000000000001,23.2
3_20_366_0,2011,Rural,3,India,20,Jharkhand,366,Gumla,24.9,
3_20_366_0,2011,Total,3,India,20,Jharkhand,366,Gumla,27.9,
3_20_366_0,2011,Urban,3,India,20,Jharkhand,366,Gumla,71.90000000000001,56.90000000000001
3_20_367_0,2011,Rural,3,India,20,Jharkhand,367,Simdega,19.6,
3_20_367_0,2011,Total,3,India,20,Jharkhand,367,Simdega,22.6,
3_20_367_0,2011,Urban,3,India,20,Jharkhand,367,Simdega,63.90000000000001,27.4
3_20_368_0,2011,Rural,3,India,20,Jharkhand,368,Pashchimi Singhbhum,17,
3_20_368_0,2011,Total,3,India,20,Jharkhand,368,Pashchimi Singhbhum,24.1,
3_20_368_0,2011,Urban,3,India,20,Jharkhand,368,Pashchimi Singhbhum,65.90000000000001,52.3
3_20_369_0,2011,Rural,3,India,20,Jharkhand,369,Saraikela-Kharsawan,32,
3_20_369_0,2011,Total,3,India,20,Jharkhand,369,Saraikela-Kharsawan,39.90000000000001,
3_20_369_0,2011,Urban,3,India,20,Jharkhand,369,Saraikela-Kharsawan,65.3,57.5
3_21_370_0,2011,Rural,3,India,21,Odisha,370,Bargarh,28.8,
3_21_370_0,2011,Total,3,India,21,Odisha,370,Bargarh,31.8,
3_21_370_0,2011,Urban,3,India,21,Odisha,370,Bargarh,61.1,58.5
3_21_371_0,2011,Rural,3,India,21,Odisha,371,Jharsuguda,35,
3_21_371_0,2011,Total,3,India,21,Odisha,371,Jharsuguda,47.2,
3_21_371_0,2011,Urban,3,India,21,Odisha,371,Jharsuguda,67.2,52.7
3_21_372_0,2011,Rural,3,India,21,Odisha,372,Sambalpur,29.7,
3_21_372_0,2011,Total,3,India,21,Odisha,372,Sambalpur,40.3,
3_21_372_0,2011,Urban,3,India,21,Odisha,372,Sambalpur,67.7,60
3_21_373_0,2011,Rural,3,India,21,Odisha,373,Debagarh,20.7,
3_21_373_0,2011,Total,3,India,21,Odisha,373,Debagarh,23.1,
3_21_373_0,2011,Urban,3,India,21,Odisha,373,Debagarh,54.1,33.1
3_21_374_0,2011,Rural,3,India,21,Odisha,374,Sundargarh,28.2,
3_21_374_0,2011,Total,3,India,21,Odisha,374,Sundargarh,43.3,
3_21_374_0,2011,Urban,3,India,21,Odisha,374,Sundargarh,72.10000000000001,62.6
3_21_375_0,2011,Rural,3,India,21,Odisha,375,Kendujhar,27.4,
3_21_375_0,2011,Total,3,India,21,Odisha,375,Kendujhar,32.1,
3_21_375_0,2011,Urban,3,India,21,Odisha,375,Kendujhar,61.6,47.2
3_21_376_0,2011,Rural,3,India,21,Odisha,376,Mayurbhanj,24,
3_21_376_0,2011,Total,3,India,21,Odisha,376,Mayurbhanj,27.2,
3_21_376_0,2011,Urban,3,India,21,Odisha,376,Mayurbhanj,68,62.40000000000001
3_21_377_0,2011,Rural,3,India,21,Odisha,377,Baleshwar,42.8,
3_21_377_0,2011,Total,3,India,21,Odisha,377,Baleshwar,45.5,
3_21_377_0,2011,Urban,3,India,21,Odisha,377,Baleshwar,67.7,55.8
3_21_378_0,2011,Rural,3,India,21,Odisha,378,Bhadrak,49.6,
3_21_378_0,2011,Total,3,India,21,Odisha,378,Bhadrak,51.1,
3_21_378_0,2011,Urban,3,India,21,Odisha,378,Bhadrak,62.5,61.8
3_21_379_0,2011,Rural,3,India,21,Odisha,379,Kendrapara,50.3,
3_21_379_0,2011,Total,3,India,21,Odisha,379,Kendrapara,51.1,
3_21_379_0,2011,Urban,3,India,21,Odisha,379,Kendrapara,67.60000000000001,64.90000000000001
3_21_380_0,2011,Rural,3,India,21,Odisha,380,Jagatsinghapur,52.1,
3_21_380_0,2011,Total,3,India,21,Odisha,380,Jagatsinghapur,54,
3_21_380_0,2011,Urban,3,India,21,Odisha,380,Jagatsinghapur,69.90000000000001,47.5
3_21_381_0,2011,Rural,3,India,21,Odisha,381,Cuttack,41,
3_21_381_0,2011,Total,3,India,21,Odisha,381,Cuttack,50,
3_21_381_0,2011,Urban,3,India,21,Odisha,381,Cuttack,76.7,68.90000000000001
3_21_382_0,2011,Rural,3,India,21,Odisha,382,Jajapur,39,
3_21_382_0,2011,Total,3,India,21,Odisha,382,Jajapur,40.8,
3_21_382_0,2011,Urban,3,India,21,Odisha,382,Jajapur,64.5,61.2
3_21_383_0,2011,Rural,3,India,21,Odisha,383,Dhenkanal,31.1,
3_21_383_0,2011,Total,3,India,21,Odisha,383,Dhenkanal,34,
3_21_383_0,2011,Urban,3,India,21,Odisha,383,Dhenkanal,63.40000000000001,34.7
3_21_384_0,2011,Rural,3,India,21,Odisha,384,Anugul,30.2,
3_21_384_0,2011,Total,3,India,21,Odisha,384,Anugul,36.4,
3_21_384_0,2011,Urban,3,India,21,Odisha,384,Anugul,69.60000000000001,56
3_21_385_0,2011,Rural,3,India,21,Odisha,385,Nayagarh,34.3,
3_21_385_0,2011,Total,3,India,21,Odisha,385,Nayagarh,36.6,
3_21_385_0,2011,Urban,3,India,21,Odisha,385,Nayagarh,64.40000000000001,
3_21_386_0,2011,Rural,3,India,21,Odisha,386,Khordha,48.5,
3_21_386_0,2011,Total,3,India,21,Odisha,386,Khordha,62.90000000000001,
3_21_386_0,2011,Urban,3,India,21,Odisha,386,Khordha,77.60000000000001,57.7
3_21_387_0,2011,Rural,3,India,21,Odisha,387,Puri,41.8,
3_21_387_0,2011,Total,3,India,21,Odisha,387,Puri,46.2,
3_21_387_0,2011,Urban,3,India,21,Odisha,387,Puri,73.10000000000001,61.8
3_21_388_0,2011,Rural,3,India,21,Odisha,388,Ganjam,41.2,
3_21_388_0,2011,Total,3,India,21,Odisha,388,Ganjam,46.8,
3_21_388_0,2011,Urban,3,India,21,Odisha,388,Ganjam,68.8,66
3_21_389_0,2011,Rural,3,India,21,Odisha,389,Gajapati,20.3,
3_21_389_0,2011,Total,3,India,21,Odisha,389,Gajapati,25.6,
3_21_389_0,2011,Urban,3,India,21,Odisha,389,Gajapati,63.40000000000001,44.5
3_21_390_0,2011,Rural,3,India,21,Odisha,390,Kandhamal,15.1,
3_21_390_0,2011,Total,3,India,21,Odisha,390,Kandhamal,20.1,
3_21_390_0,2011,Urban,3,India,21,Odisha,390,Kandhamal,65.90000000000001,54.90000000000001
3_21_391_0,2011,Rural,3,India,21,Odisha,391,Baudh,20.1,
3_21_391_0,2011,Total,3,India,21,Odisha,391,Baudh,21.8,
3_21_391_0,2011,Urban,3,India,21,Odisha,391,Baudh,62.40000000000001,46.40000000000001
3_21_392_0,2011,Rural,3,India,21,Odisha,392,Subarnapur,25.2,
3_21_392_0,2011,Total,3,India,21,Odisha,392,Subarnapur,27.3,
3_21_392_0,2011,Urban,3,India,21,Odisha,392,Subarnapur,52.40000000000001,40.1
3_21_393_0,2011,Rural,3,India,21,Odisha,393,Balangir,23.5,
3_21_393_0,2011,Total,3,India,21,Odisha,393,Balangir,27.6,
3_21_393_0,2011,Urban,3,India,21,Odisha,393,Balangir,62.6,61
