id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,pc_exp,pov_nl,exp_sh_b40,pc_exp_r9010,pc_exp_gini,pc_exp_mld
3_14_277_0,2011,Urban,3,India,14,Manipur,277,Imphal West,32.2,28.1,28.2,2.2,19.3,.061
3_14_278_0,2011,Rural,3,India,14,Manipur,278,Imphal East,30.3,30.3,28.6,2.2,18.5,.054
3_14_278_0,2011,Total,3,India,14,Manipur,278,Imphal East,30.6,29.7,28.5,2.2,18.6,.055
3_14_278_0,2011,Urban,3,India,14,Manipur,278,Imphal East,32.8,24.8,28.2,2.4,19.4,.061
3_14_279_0,2011,Rural,3,India,14,Manipur,279,Ukhrul,25.2,43.1,33,1.7,10.9,.019
3_14_279_0,2011,Total,3,India,14,Manipur,279,Ukhrul,25.2,43.1,33,1.7,10.9,.019
3_14_279_0,2011,Urban,3,India,14,Manipur,279,Ukhrul,,,,,,
3_14_280_0,2011,Rural,3,India,14,Manipur,280,Chandel,24.1,64.8,29,2.2,18.3,.052
3_14_280_0,2011,Total,3,India,14,Manipur,280,Chandel,23.5,68.3,29.1,2.2,18.6,.055
3_14_280_0,2011,Urban,3,India,14,Manipur,280,Chandel,19.7,91.7,31.5,1.7,15.6,.047
3_15_281_0,2011,Rural,3,India,15,Mizoram,281,Mamit,25.9,48.40000000000001,22.3,3.2,28.1,.133
3_15_281_0,2011,Total,3,India,15,Mizoram,281,Mamit,29.1,41.1,21.1,3.6,28.3,.137
3_15_281_0,2011,Urban,3,India,15,Mizoram,281,Mamit,43.40000000000001,9.200000000000001,27.8,2.2,20.6,.068
3_15_282_0,2011,Rural,3,India,15,Mizoram,282,Kolasib,31.2,20.8,30.2,2.2,17.1,.049
3_15_282_0,2011,Total,3,India,15,Mizoram,282,Kolasib,41.40000000000001,12.7,24.5,2.9,23.3,.083
3_15_282_0,2011,Urban,3,India,15,Mizoram,282,Kolasib,50.2,5.800000000000001,25.5,3.3,22,.077
3_15_283_0,2011,Rural,3,India,15,Mizoram,283,Aizawl,32.7,28,26.2,2.9,23.6,.088
3_15_283_0,2011,Total,3,India,15,Mizoram,283,Aizawl,52.1,9.1,22.4,3.5,26.8,.116
3_15_283_0,2011,Urban,3,India,15,Mizoram,283,Aizawl,58.40000000000001,2.9,24.6,3.2,24.5,.097
3_15_284_0,2011,Rural,3,India,15,Mizoram,284,Champhai,34.5,28,24.4,2.9,23.9,.09
3_15_284_0,2011,Total,3,India,15,Mizoram,284,Champhai,36.7,23.1,25.3,2.8,22.5,.08
3_15_284_0,2011,Urban,3,India,15,Mizoram,284,Champhai,40.8,13.9,27.5,2.4,19,.058
3_15_285_0,2011,Rural,3,India,15,Mizoram,285,Serchhip,25.3,33.2,34.2,1.6,10.3,.021
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,32.9,24.3,27,2.6,21,.07
3_15_285_0,2011,Urban,3,India,15,Mizoram,285,Serchhip,42,13.4,26.3,3.3,22.5,.081
3_15_286_0,2011,Rural,3,India,15,Mizoram,286,Lunglei,27.7,25.3,30.4,2.2,16.9,.047
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,35.8,18.3,25.1,2.7,23.8,.092
3_15_286_0,2011,Urban,3,India,15,Mizoram,286,Lunglei,45.5,10,25,2.8,24.7,.098
3_15_287_0,2011,Rural,3,India,15,Mizoram,287,Lawngtlai,32.2,44.1,21.5,3.7,31.4,.154
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,32.2,44.1,21.5,3.7,31.4,.154
3_15_287_0,2011,Urban,3,India,15,Mizoram,287,Lawngtlai,,,,,,
3_15_288_0,2011,Rural,3,India,15,Mizoram,288,Saiha,24.9,46.7,26.4,2.6,22,.077
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,29.3,37.6,24.2,2.7,24.7,.095
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,42.5,10.5,28,2.7,20.1,.064
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,22.3,24.4,29,2.1,18.4,.057
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,27.3,20.1,24.8,3,25.3,.104
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,42.6,7.100000000000001,21,3.5,29.9,.143
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,25.7,19.6,26.1,2.6,22.9,.087
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,26.8,19.3,25.1,2.6,24.3,.097
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,41.90000000000001,14.7,20.2,6.2,32.2,.177
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,36.7,0,31.4,1.9,13.8,.031
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,36.9,.1,31.1,1.9,14.3,.033
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,39.40000000000001,1.4,26.8,2.6,20,.066
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,26.2,5.800000000000001,29.1,2.1,17.9,.053
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,28,5.800000000000001,27.7,2.2,20,.066
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,45.7,5.7,23.6,3.6,26.9,.116
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,27.5,8.1,30.8,1.9,15.2,.038
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,29.6,8.6,28.7,2,17.5,.05
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,53.6,13.3,25.1,3.8,23.7,.1
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,29.7,3.7,30.8,1.8,14,.031
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,31.2,7.9,29.5,1.9,15.4,.038
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,37.5,26,26.4,2.7,20.2,.067
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,30.7,5.7,28.9,2.4,20.3,.07
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,30.9,8.4,28.5,2.3,21,.074
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,32.2,40.90000000000001,23.9,3.3,26.1,.108
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,23.8,31.2,29.8,2,16.6,.043
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,25.7,28.4,27.9,2.1,17.6,.049
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,39.2,8.300000000000001,27.2,2.3,19.6,.061
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,29.9,5.4,30.2,2,15.3,.039
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,30.4,6.800000000000001,29.7,2.1,16,.042
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,36.1,25.5,26.9,2.6,22.1,.077
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,31.5,8.300000000000001,28.8,2.1,17.5,.051
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,41.90000000000001,5.5,24.7,2.4,20.4,.067
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,55.1,1.9,27.7,2.3,19.8,.064
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,25.3,23.4,27.5,2.7,19.9,.065
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,26.4,24,27.3,2.6,20.3,.067
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,32.3,27.4,27.8,2.8,21.9,.079
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,22.5,41.1,25.3,3.1,24.7,.098
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,23.5,39.6,24.4,3.1,25.5,.105
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,43.7,8.200000000000001,26.9,1.9,24.2,.114
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,20.1,55,26.9,2.7,21.9,.077
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,21.2,53.1,26,2.7,22.7,.082
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,30.2,36.7,24.1,3.7,25.9,.106
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,26.1,26.7,25.4,2.4,23.8,.095
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,29,25,23.3,3.1,26.6,.117
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,61.2,5.2,23.7,3.2,26.5,.125
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,23.9,21.9,28.3,2.3,20.5,.068
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,24.8,22.7,27.2,2.3,21.7,.076
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,36.6,33,21.2,4.7,30.5,.149
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,21,44.90000000000001,26.8,2.8,21.5,.072
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,22.2,42.6,25.4,2.8,22.8,.082
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,35.8,17.5,23.3,3.3,29.1,.139
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,22.9,33.1,26.1,2.6,22.7,.086
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,25.4,32.3,24,2.9,27.1,.123
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,63,19.8,14.6,8.200000000000001,40.40000000000001,.285
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,20.9,41.5,29.7,2.1,15.4,.037
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,21.8,39.90000000000001,28.6,2.1,16.4,.044
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,36.7,12.1,27.8,3.2,21.2,.078
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,22.8,20.3,31,2.1,15.6,.041
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,23.6,20.1,30.1,2.1,16.9,.048
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,41,16.1,24.1,3.6,27.3,.119
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,24.5,5.100000000000001,31.3,1.9,15.4,.04
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,25,6.100000000000001,30.7,1.9,15.8,.042
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,31.8,22,27.4,2.2,21.5,.073
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,24.4,27,26.6,2.5,22.1,.084
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,25.2,26.6,26,2.5,22.8,.088
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,31.5,24,25.3,3.3,27.1,.12
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,24.1,37,24.8,2.5,26,.11
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,33.5,29.1,19.1,3.5,35.4,.209
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,62.8,4.7,20.3,5.9,39.8,.272
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,25.1,21.8,27.4,2.4,20.8,.072
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,26.3,21.9,26.4,2.5,22.2,.081
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,41.7,23.3,20.7,4.100000000000001,31.3,.159
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,26.2,27.8,24.4,3,26.4,.118
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,31,25.6,21.5,3.3,30.9,.158
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,61.2,12,20.4,5.4,34.5,.192
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,21.3,32.9,28.1,2.4,19.5,.06
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,22.4,31.6,26.8,2.4,20.8,.069
3_18_313_0,2011,Urban,3,India,18,Assam,313,Golaghat,42,10.8,27.7,2.9,22.6,.089
3_18_314_0,2011,Rural,3,India,18,Assam,314,Karbi Anglong,18.6,46.40000000000001,31.8,1.7,12.8,.027
3_18_314_0,2011,Total,3,India,18,Assam,314,Karbi Anglong,20.3,43.6,29.6,1.8,15.7,.041
3_18_314_0,2011,Urban,3,India,18,Assam,314,Karbi Anglong,32.8,22.6,25.7,3.3,22.9,.082
3_18_315_0,2011,Rural,3,India,18,Assam,315,Dima Hasao,20.4,37,30.5,2.1,15.6,.038
3_18_315_0,2011,Total,3,India,18,Assam,315,Dima Hasao,21.9,37.1,28.3,2.1,17.4,.048
3_18_315_0,2011,Urban,3,India,18,Assam,315,Dima Hasao,26.9,37.3,27,2.8,21.7,.078
3_18_316_0,2011,Rural,3,India,18,Assam,316,Cachar,20.3,42.2,28.8,2,18.1,.054
3_18_316_0,2011,Total,3,India,18,Assam,316,Cachar,21.2,43.40000000000001,27.9,2.2,19.6,.062
3_18_316_0,2011,Urban,3,India,18,Assam,316,Cachar,26.5,51,24.4,3.3,26.7,.111
3_18_317_0,2011,Rural,3,India,18,Assam,317,Karimganj,18.7,47.5,30.2,2,15.3,.037
3_18_317_0,2011,Total,3,India,18,Assam,317,Karimganj,19.1,47.7,30.2,2,15.8,.04
3_18_317_0,2011,Urban,3,India,18,Assam,317,Karimganj,26,51,26.3,2.8,22,.076
3_18_318_0,2011,Rural,3,India,18,Assam,318,Hailakandi,18.3,60.5,29.6,2.2,17.7,.052
3_18_318_0,2011,Total,3,India,18,Assam,318,Hailakandi,18.7,60.40000000000001,29.2,2.2,17.9,.053
3_18_318_0,2011,Urban,3,India,18,Assam,318,Hailakandi,21.9,58.6,28.7,2.2,19.6,.062
3_18_319_0,2011,Rural,3,India,18,Assam,319,Bongaigaon,23.3,35.7,25.7,2.6,22.6,.083
3_18_319_0,2011,Total,3,India,18,Assam,319,Bongaigaon,27.9,31.9,22.1,3.4,28.1,.126
3_18_319_0,2011,Urban,3,India,18,Assam,319,Bongaigaon,55,9.300000000000001,19.3,4.4,31,.169
3_18_320_0,2011,Rural,3,India,18,Assam,320,Chirang,25.9,15.5,28.1,2.1,19.7,.064
3_18_320_0,2011,Total,3,India,18,Assam,320,Chirang,26.4,15.6,27.5,2.3,20.5,.068
3_18_320_0,2011,Urban,3,India,18,Assam,320,Chirang,47.6,17.8,22.2,4.5,28.6,.143
3_18_321_0,2011,Rural,3,India,18,Assam,321,Kamrup,23.3,27.6,27.4,2.5,20.5,.068
3_18_321_0,2011,Total,3,India,18,Assam,321,Kamrup,23.8,27.6,26.9,2.5,21.1,.071
3_18_321_0,2011,Urban,3,India,18,Assam,321,Kamrup,34,27.4,23.2,3,27,.115
3_18_322_0,2011,Rural,3,India,18,Assam,322,Kamrup Metropolitan,29.7,12.7,25.9,2.7,22.5,.079
3_18_322_0,2011,Total,3,India,18,Assam,322,Kamrup Metropolitan,46.3,10.2,20.6,3.3,28.9,.134
3_18_322_0,2011,Urban,3,India,18,Assam,322,Kamrup Metropolitan,54,9.1,22.7,3.5,28.6,.136
3_18_323_0,2011,Rural,3,India,18,Assam,323,Nalbari,29.2,20,23,4.7,30.3,.149
3_18_323_0,2011,Total,3,India,18,Assam,323,Nalbari,30,19.5,22.4,4.800000000000001,30.4,.15
3_18_323_0,2011,Urban,3,India,18,Assam,323,Nalbari,49.3,7.5,24.5,3.3,26.8,.117
3_18_324_0,2011,Rural,3,India,18,Assam,324,Baksa,17.9,59.3,32.9,1.6,11.7,.022
3_18_324_0,2011,Total,3,India,18,Assam,324,Baksa,17.9,59.3,32.9,1.6,11.7,.022
3_18_324_0,2011,Urban,3,India,18,Assam,324,Baksa,,,,,,
3_18_325_0,2011,Rural,3,India,18,Assam,325,Darrang,24.5,25.7,26,3.2,22.2,.078
3_18_325_0,2011,Total,3,India,18,Assam,325,Darrang,24.8,25.3,25.8,3.2,22.1,.078
3_18_325_0,2011,Urban,3,India,18,Assam,325,Darrang,31.1,14,26.8,2.6,20.2,.064
3_18_326_0,2011,Rural,3,India,18,Assam,326,Udalguri,23.3,16.5,31.4,1.9,13.8,.03
3_18_326_0,2011,Total,3,India,18,Assam,326,Udalguri,23.7,16.9,30.8,1.9,14.4,.034
3_18_326_0,2011,Urban,3,India,18,Assam,326,Udalguri,31.6,24.4,25,2.8,24.5,.108
3_19_327_0,2011,Rural,3,India,19,West Bengal,327,Darjiling,30.5,8.800000000000001,26.5,2.4,22,.081
3_19_327_0,2011,Total,3,India,19,West Bengal,327,Darjiling,36.1,8.5,23.9,3,24.5,.097
3_19_327_0,2011,Urban,3,India,19,West Bengal,327,Darjiling,44.6,8.200000000000001,22.5,3.2,26.4,.113
3_19_328_0,2011,Rural,3,India,19,West Bengal,328,Jalpaiguri,22.8,31,26.2,2.6,21.9,.077
3_19_328_0,2011,Total,3,India,19,West Bengal,328,Jalpaiguri,24.7,30.6,24.6,2.7,23.9,.092
3_19_328_0,2011,Urban,3,India,19,West Bengal,328,Jalpaiguri,40.40000000000001,27.6,19.9,4,30.6,.153
3_19_329_0,2011,Rural,3,India,19,West Bengal,329,Koch Bihar,21.4,25.5,30.3,2,16.4,.045
3_19_329_0,2011,Total,3,India,19,West Bengal,329,Koch Bihar,22.7,24.9,28.8,2.1,18.3,.055
3_19_329_0,2011,Urban,3,India,19,West Bengal,329,Koch Bihar,36.1,19,22.5,3.2,27.8,.122
3_19_330_0,2011,Rural,3,India,19,West Bengal,330,Uttar Dinajpur,21.7,34.2,25.2,2.7,24.2,.097
3_19_330_0,2011,Total,3,India,19,West Bengal,330,Uttar Dinajpur,24,33.5,23.1,3,27.2,.12
3_19_330_0,2011,Urban,3,India,19,West Bengal,330,Uttar Dinajpur,46.2,26.6,18.1,5.4,35.1,.2
3_19_331_0,2011,Rural,3,India,19,West Bengal,331,Dakshin Dinajpur,22.7,11.8,31.3,1.8,14.7,.037
3_19_331_0,2011,Total,3,India,19,West Bengal,331,Dakshin Dinajpur,25,12,28.3,1.9,18.6,.062
3_19_331_0,2011,Urban,3,India,19,West Bengal,331,Dakshin Dinajpur,44.90000000000001,13.6,22.4,4.4,31.9,.166
3_19_332_0,2011,Rural,3,India,19,West Bengal,332,Maldah,21.8,31.7,28.8,2.2,21.3,.079
3_19_332_0,2011,Total,3,India,19,West Bengal,332,Maldah,23.6,30.2,26.7,2.3,23.8,.098
3_19_332_0,2011,Urban,3,India,19,West Bengal,332,Maldah,46.40000000000001,10.9,20,3.7,34.9,.194
3_19_333_0,2011,Rural,3,India,19,West Bengal,333,Murshidabad,22.2,33.9,26.1,2.5,22.2,.078
3_19_333_0,2011,Total,3,India,19,West Bengal,333,Murshidabad,22.7,37.5,25.3,2.6,24.2,.093
3_19_333_0,2011,Urban,3,India,19,West Bengal,333,Murshidabad,26.6,63.8,21.8,4.5,35.4,.208
3_19_334_0,2011,Rural,3,India,19,West Bengal,334,Birbhum,23,20.7,28.5,2.3,19.3,.061
3_19_334_0,2011,Total,3,India,19,West Bengal,334,Birbhum,23.6,22.5,27.6,2.3,20.7,.07
3_19_334_0,2011,Urban,3,India,19,West Bengal,334,Birbhum,30.6,43,19.1,4.5,33.2,.177
3_19_335_0,2011,Rural,3,India,19,West Bengal,335,Barddhaman,26.1,14.2,26.7,2.6,21.7,.075
3_19_335_0,2011,Total,3,India,19,West Bengal,335,Barddhaman,30.7,17.2,23,3.2,27.3,.119
3_19_335_0,2011,Urban,3,India,19,West Bengal,335,Barddhaman,41.7,24.6,18.6,4.5,35.4,.202
3_19_336_0,2011,Rural,3,India,19,West Bengal,336,Nadia,24.8,23.9,25.5,2.4,24.2,.096
3_19_336_0,2011,Total,3,India,19,West Bengal,336,Nadia,27.2,24.8,23.8,2.7,26.9,.118
3_19_336_0,2011,Urban,3,India,19,West Bengal,336,Nadia,37.5,28.9,20.3,4.2,35.1,.195
3_19_337_0,2011,Rural,3,India,19,West Bengal,337,North Twenty Four Parganas,30.3,8.700000000000001,25.4,2.7,24.7,.099
3_19_337_0,2011,Total,3,India,19,West Bengal,337,North Twenty Four Parganas,45.3,6.9,19.5,4,33.1,.175
3_19_337_0,2011,Urban,3,India,19,West Bengal,337,North Twenty Four Parganas,59.7,5.100000000000001,19.1,4.4,35.1,.198
3_19_338_0,2011,Rural,3,India,19,West Bengal,338,Hugli,24,28.6,24.5,3.1,25.5,.104
3_19_338_0,2011,Total,3,India,19,West Bengal,338,Hugli,28.3,26.2,22.7,3.5,27.2,.119
3_19_338_0,2011,Urban,3,India,19,West Bengal,338,Hugli,36.4,21.5,22.7,3.2,29.2,.137
3_19_339_0,2011,Rural,3,India,19,West Bengal,339,Bankura,24.6,28.5,24.5,2.8,24.2,.095
3_19_339_0,2011,Total,3,India,19,West Bengal,339,Bankura,25.7,28.3,23.9,2.8,25.2,.103
3_19_339_0,2011,Urban,3,India,19,West Bengal,339,Bankura,41.90000000000001,25.9,19.4,3.9,32.6,.171
3_19_340_0,2011,Rural,3,India,19,West Bengal,340,Puruliya,19.9,40.7,28.1,2.2,19.7,.063
3_19_340_0,2011,Total,3,India,19,West Bengal,340,Puruliya,21.6,38,26.4,2.4,21.8,.078
3_19_340_0,2011,Urban,3,India,19,West Bengal,340,Puruliya,37.3,13.2,23.2,2.9,29.2,.139
3_19_341_0,2011,Rural,3,India,19,West Bengal,341,Haora,30.4,13.9,25.8,2.8,23.2,.09
3_19_341_0,2011,Total,3,India,19,West Bengal,341,Haora,37.9,14.2,22.7,3.9,28.7,.133
3_19_341_0,2011,Urban,3,India,19,West Bengal,341,Haora,45.3,14.6,20.2,4,32.4,.168
3_19_342_0,2011,Rural,3,India,19,West Bengal,342,Kolkata,,,,,,
3_19_342_0,2011,Total,3,India,19,West Bengal,342,Kolkata,77,4.3,17,4.9,40.90000000000001,.275
3_19_342_0,2011,Urban,3,India,19,West Bengal,342,Kolkata,77,4.3,17,4.9,40.90000000000001,.275
3_19_343_0,2011,Rural,3,India,19,West Bengal,343,South Twenty Four Parganas,28.8,6.4,26.7,2.4,22.6,.087
3_19_343_0,2011,Total,3,India,19,West Bengal,343,South Twenty Four Parganas,31.8,6.100000000000001,24.8,2.7,25.2,.107
3_19_343_0,2011,Urban,3,India,19,West Bengal,343,South Twenty Four Parganas,48.2,4.100000000000001,20.6,4,33.1,.176
3_19_344_0,2011,Rural,3,India,19,West Bengal,344,Paschim Medinipur,24.6,30.8,23.6,3.5,26.9,.114
3_19_344_0,2011,Total,3,India,19,West Bengal,344,Paschim Medinipur,26.7,30.9,22.1,3.5,29.5,.146
3_19_344_0,2011,Urban,3,India,19,West Bengal,344,Paschim Medinipur,38.6,31.7,18.2,3.5,40.7,.304
3_19_345_0,2011,Rural,3,India,19,West Bengal,345,Purba Medinipur,26.3,21.1,24.6,2.9,25.6,.106
3_19_345_0,2011,Total,3,India,19,West Bengal,345,Purba Medinipur,31.8,20.2,20.8,3.3,32.9,.18
3_19_345_0,2011,Urban,3,India,19,West Bengal,345,Purba Medinipur,87.30000000000001,10.7,13.1,9.9,44.6,.362
3_1_1_0,2011,Rural,3,India,1,Jammu and Kashmir,1,Kupwara,29.3,5.2,30.7,2.1,14.8,.036
3_1_1_0,2011,Total,3,India,1,Jammu and Kashmir,1,Kupwara,29.5,5,30.6,2.1,15,.037
3_1_1_0,2011,Urban,3,India,1,Jammu and Kashmir,1,Kupwara,38.5,0,27.5,2.9,21.1,.069
3_1_10_0,2011,Rural,3,India,1,Jammu and Kashmir,10,Srinagar,36.6,4.7,25.7,3,23.8,.091
3_1_10_0,2011,Total,3,India,1,Jammu and Kashmir,10,Srinagar,44.90000000000001,7.100000000000001,22.8,3.4,28.1,.125
3_1_10_0,2011,Urban,3,India,1,Jammu and Kashmir,10,Srinagar,47.5,7.800000000000001,22.5,3.5,28.9,.132
3_1_11_0,2011,Rural,3,India,1,Jammu and Kashmir,11,Ganderbal,36.6,4.7,25.7,3,23.8,.091
3_1_11_0,2011,Total,3,India,1,Jammu and Kashmir,11,Ganderbal,44.90000000000001,7.100000000000001,22.8,3.4,28.1,.125
3_1_11_0,2011,Urban,3,India,1,Jammu and Kashmir,11,Ganderbal,47.5,7.800000000000001,22.5,3.5,28.9,.132
3_1_12_0,2011,Rural,3,India,1,Jammu and Kashmir,12,Pulwama,33.6,2.9,31.3,1.8,13.9,.033
3_1_12_0,2011,Total,3,India,1,Jammu and Kashmir,12,Pulwama,33.7,3.1,31,1.8,13.9,.033
3_1_12_0,2011,Urban,3,India,1,Jammu and Kashmir,12,Pulwama,35.9,5.7,30.3,1.9,14.5,.035
3_1_13_0,2011,Rural,3,India,1,Jammu and Kashmir,13,Shupiyan,33.6,2.9,31.3,1.8,13.9,.033
3_1_13_0,2011,Total,3,India,1,Jammu and Kashmir,13,Shupiyan,33.7,3.1,31,1.8,13.9,.033
3_1_13_0,2011,Urban,3,India,1,Jammu and Kashmir,13,Shupiyan,35.9,5.7,30.3,1.9,14.5,.035
3_1_14_0,2011,Rural,3,India,1,Jammu and Kashmir,14,Anantnag,33.5,.6000000000000001,31.2,1.7,14.4,.036
3_1_14_0,2011,Total,3,India,1,Jammu and Kashmir,14,Anantnag,33.9,1.3,30.7,1.8,15,.039
3_1_14_0,2011,Urban,3,India,1,Jammu and Kashmir,14,Anantnag,36.4,5,28.4,2.1,18.4,.056
3_1_15_0,2011,Rural,3,India,1,Jammu and Kashmir,15,Kulgam,33.5,.6000000000000001,31.2,1.7,14.4,.036
3_1_15_0,2011,Total,3,India,1,Jammu and Kashmir,15,Kulgam,33.9,1.3,30.7,1.8,15,.039
3_1_15_0,2011,Urban,3,India,1,Jammu and Kashmir,15,Kulgam,36.4,5,28.4,2.1,18.4,.056
3_1_16_0,2011,Rural,3,India,1,Jammu and Kashmir,16,Doda,25.5,32.7,25.4,2.5,23.2,.087
3_1_16_0,2011,Total,3,India,1,Jammu and Kashmir,16,Doda,26.6,30.7,24.9,2.7,23.8,.091
3_1_16_0,2011,Urban,3,India,1,Jammu and Kashmir,16,Doda,40.3,6.2,29.4,2.1,20.7,.079
3_1_17_0,2011,Rural,3,India,1,Jammu and Kashmir,17,Ramban,25.5,32.7,25.4,2.5,23.2,.087
3_1_17_0,2011,Total,3,India,1,Jammu and Kashmir,17,Ramban,26.6,30.7,24.9,2.7,23.8,.091
3_1_17_0,2011,Urban,3,India,1,Jammu and Kashmir,17,Ramban,40.3,6.2,29.4,2.1,20.7,.079
3_1_18_0,2011,Rural,3,India,1,Jammu and Kashmir,18,Kishtwar,25.5,32.7,25.4,2.5,23.2,.087
3_1_18_0,2011,Total,3,India,1,Jammu and Kashmir,18,Kishtwar,26.6,30.7,24.9,2.7,23.8,.091
3_1_18_0,2011,Urban,3,India,1,Jammu and Kashmir,18,Kishtwar,40.3,6.2,29.4,2.1,20.7,.079
3_1_19_0,2011,Rural,3,India,1,Jammu and Kashmir,19,Udhampur,25.6,44.5,24.6,2.6,28.2,.136
3_1_19_0,2011,Total,3,India,1,Jammu and Kashmir,19,Udhampur,28.1,40.5,23,3.2,30.2,.152
3_1_19_0,2011,Urban,3,India,1,Jammu and Kashmir,19,Udhampur,41.6,18.3,21.8,5.300000000000001,32.4,.171
